Prot RefSeq, Name, E Value
YP_003229450.1, TC-Mu, 8.5e-18
YP_003229608.1, TC-Lam, 0.82
YP_003229766.1, TC-Mu, 5.2e-18
YP_003230119.1, TC-Lam, 0.091
YP_003230616.1, TC-HK97, 2.8e-18
YP_003233100.1, TC-Lam, 0.34
YP_003233323.1, TC-Lam, 0.091
YP_003233936.1, TC-HK97, 2.8e-18
YP_003234092.1, TC-Lam, 5.8e-06
YP_003234212.1, TC-HK97, 2.8e-18
YP_003234444.1, TC-HK97, 2.8e-18
YP_003234624.1, TC-Mu, 3.1e-17
YP_003234822.1, TC-HK97, 2.8e-18
YP_003234981.1, TC-Lam, 0.029
YP_003235734.1, TC-Lam, 0.0012
YP_003237192.1, TC-HK97, 1.6e-17
YP_003242157.1, TC-ListeriaB025, 5.1
YP_003251550.1, TC-ShewanellaB, 2.2
YP_003251791.1, TC-ListeriaB025, 5.3e-22
YP_003256754.1, TC-HK97, 2.1e-22
YP_003265178.1, TC-HK97, 0.0065
YP_003265351.1, TC-HK97, 0.008
YP_003279618.1, TC-Lam, 7.400000000000001e-29
YP_003281785.1, TC-HK97, 0.00025
YP_003282882.1, TC-ListeriaB025, 0.0
YP_003287874.1, TC-TPSY, 4.1
YP_003289811.1, TC-Che12, 4.0
YP_003290063.1, TC-Phi297, 8.2
YP_003290518.1, TC-Che12, 3.6
YP_003292975.1, TC-HK97, 5.4e-07
YP_003308059.1, TC-Mu, 2.5e-08
YP_003308227.1, TC-HK97, 0.0031
YP_003310668.1, TC-Mu, 2.5e-08
YP_003312388.1, TC-TPSY, 7.4
YP_003325129.1, TC-Phi297, 0.0
YP_003332343.1, TC-Mu, 0.00017
YP_003335778.1, TC-Mu, 0.0
YP_003344799.1, TC-HK97, 0.01
YP_003344857.1, TC-HK97, 3.5e-10
YP_003344947.1, TC-HK97, 6e-37
YP_003347337.1, TC-HK97, 2e-10
YP_003347397.1, TC-Phi297, 2.1e-16
YP_003347418.1, TC-HK97, 6.2e-09
YP_003347505.1, TC-HK97, 2e-10
YP_003347613.1, TC-HK97, 0.0076
YP_003349067.1, TC-Lam, 1.9
YP_003353924.1, TC-HK97, 2.1e-10
YP_003354776.1, TC-ListeriaB025, 5.1
YP_003358723.1, TC-Che12, 1.1e-05
YP_003358803.1, TC-HK97, 0.0014
YP_003362869.1, TC-Phi297, 1.3
YP_003363902.1, TC-Mu, 6.8e-16
YP_003364543.1, TC-Mu, 0.0
YP_003366138.1, TC-Lam, 1.3999999999999999e-45
YP_003367109.1, TC-Mu, 4.7e-18
YP_003368122.1, TC-Mu, 1.6999999999999998e-30
YP_003379690.1, TC-HK97, 5.6
YP_003408243.1, TC-HK97, 9.1
YP_003412816.1, TC-HK97, 1.9e-06
YP_003413471.1, TC-ListeriaB025, 0.0
YP_003416516.1, TC-ListeriaB025, 0.0
YP_003429895.1, TC-HK97, 0.0
YP_003430297.1, TC-HK97, 1.3
YP_003432576.1, TC-Adjutor, 3.5e-06
YP_003438738.1, TC-Phi297, 0.0
YP_003439041.1, TC-T1, 3.19e-43
YP_003445596.1, TC-JCL103, 0.048
YP_003449388.1, TC-T1, 0.0022
YP_003464842.1, TC-Phi297, 0.0029
YP_003466609.1, TC-HK97, 1.2e-18
YP_003466934.1, TC-Mu, 3.9e-05
YP_003467141.1, U_TC_Fam7, 0.0
YP_003467192.1, TC-HK97, 0.0
YP_003467948.1, TC-HK97, 2.6e-18
YP_003468416.1, TC-Lam, 3.4e-09
YP_003469823.1, TC-HK97, 3.5e-16
YP_003472463.1, TC-HK97, 0.0
YP_003477204.1, TC-Adjutor, 2.6e-31
YP_003491677.1, TC-HK97, 2.1
YP_003492040.1, TC-HK97, 1.4
YP_003497953.1, TC-Lam, 0.32
YP_003498308.1, TC-Lam, 0.1
YP_003498568.1, TC-Lam, 0.61
YP_003499140.1, TC-HK97, 2.8e-18
YP_003499297.1, TC-Lam, 0.0012
YP_003499485.1, TC-Lam, 0.014
YP_003499689.1, TC-Mu, 1.4e-17
YP_003499986.1, TC-Lam, 0.034
YP_003500728.1, TC-HK97, 2.8e-18
YP_003502612.1, TC-Lam, 2.6
YP_003503166.1, TC-phiC2, 3.2
YP_003507734.1, TC-Mu, 0.00073
YP_003512972.1, TC-Che12, 4.4e-06
YP_003521441.1, TC-Mu, 1.6e-29
YP_003522855.1, TC-Mu, 3.1e-10
YP_003524520.1, TC-Mu, 2.5e-07
YP_003526562.1, TC-ShewanellaB, 0.39
YP_003526808.1, U_TC_Fam5, 9.2
YP_003544301.1, TC-T1, 0.00011
YP_003544450.1, TC-TPSY, 4.5e-16
YP_003553965.1, TC-Lam, 0.0015
YP_003556884.1, TC-Sfv, 8.2
YP_003566477.1, TC-Phi297, 3.0
YP_003566863.1, TC-HK97, 4.4
YP_003567201.1, TC-Mu, 0.52
YP_003567893.1, TC-HK97, 0.0
YP_003577103.1, TC-TPSY, 0.0
YP_003577150.1, TC-Mu, 0.0
YP_003577568.1, TC-TPSY, 0.0
YP_003578141.1, TC-HK97, 7.9e-16
YP_003578472.1, TC-HK97, 0.0
YP_003579056.1, TC-Mu, 0.0
YP_003596339.1, TC-Bthuringiensis, 0.29
YP_003603314.1, TC-BCereusAH820, 2.3
YP_003612212.1, TC-Lam, 0.019
YP_003613335.1, TC-Mu, 0.08
YP_003614892.1, TC-Mu, 4.6e-30
YP_003619984.1, TC-BCereusAH820, 1.2
YP_003619994.1, TC-T1, 4.0
YP_003620866.1, TC-HK97, 1.1e-09
YP_003622448.1, TC-BCJA1C, 5.8999999999999995e-24
YP_003624444.1, TC-HK97, 0.0
YP_003627106.1, TC-T1, 1.7e-17
YP_003627149.1, TC-T1, 1.3e-07
YP_003628341.1, TC-T1, 5.6
YP_003631566.1, TC-T1, 3.1e-08
YP_003660250.1, TC-Che12, 3.8
YP_003664875.1, TC-T1, 3e-37
YP_003667071.1, TC-Adjutor, 4.8
YP_003669918.1, TC-Adjutor, 0.004
YP_003670811.1, TC-ShewanellaB, 5.4
YP_003685300.1, TC-Mu, 0.051
YP_003691976.1, TC-HK97, 1.9e-19
YP_003693983.1, TC-HK97, 7.9e-17
YP_003695369.1, TC-Lam, 2.5
YP_003697857.1, TC-HK97, 1.7e-05
YP_003698891.1, TC-HK97, 6.1e-17
YP_003698917.1, TC-ListeriaB025, 4.2
YP_003701048.1, TC-ListeriaB025, 2e-17
YP_003713242.1, TC-Mu, 5.6e-26
YP_003713543.1, TC-Mu, 8.5e-23
YP_003714739.1, TC-HK97, 0.0
YP_003719047.1, TC-HK97, 1.1e-08
YP_003719210.1, TC-HK97, 2.1e-08
YP_003729555.1, TC-T1, 4.1
YP_003739506.1, TC-Mu, 3.6000000000000006e-27
YP_003740484.1, TC-Mu, 1.1999999999999999e-28
YP_003742549.1, TC-HK97, 0.21
YP_003745386.1, TC-HK97, 8.9e-05
YP_003745620.1, TC-Mu, 0.0
YP_003746145.1, TC-HK97, 1.3e-06
YP_003750949.1, TC-TPSY, 1.3e-06
YP_003751651.1, TC-Lam, 0.0
YP_003752138.1, TC-Mu, 2.9000000000000004e-27
YP_003752210.1, TC-ShewanellaB, 7.0
YP_003757087.1, TC-HK97, 8.4e-08
YP_003759261.1, TC-HK97, 0.017
YP_003773051.1, TC-HK97, 0.0
YP_003774324.1, TC-Mu, 3.2e-22
YP_003778546.1, TC-JCL103, 4.2e-19
YP_003781277.1, TC-Adjutor, 3.6e-09
YP_003785958.1, TC-HK97, 5.7e-08
YP_003795825.1, TC-Lam, 2.9e-07
YP_003803708.1, TC-HK97, 0.022
YP_003804200.1, TC-HK97, 0.0071
YP_003807549.1, TC-Mu, 0.0
YP_003807769.1, TC-Mu, 0.014
YP_003809232.1, TC-HK97, 2.4e-05
YP_003817014.1, TC-TPSY, 0.0
YP_003818319.1, TC-TPSY, 0.0
YP_003820995.1, TC-HK97, 1.1000000000000001e-29
YP_003821622.1, TC-HK97, 0.37
YP_003842321.1, TC-HK97, 0.0
YP_003843221.1, TC-phiC2, 3.6
YP_003843910.1, TC-T1, 3.1e-19
YP_003844978.1, TC-BCJA1C, 3.6e-06
YP_003845399.1, TC-HK97, 2.4e-10
YP_003851430.1, TC-HK97, 8.1e-07
YP_003856809.1, TC-Adjutor, 5.9e-06
YP_003857077.1, TC-HK97, 0.0
YP_003865649.1, TC-phiC2, 0.0
YP_003866270.1, TC-HK97, 2.3e-16
YP_003875654.1, TC-HK97, 0.0
YP_003880298.1, TC-HK97, 7.9e-05
YP_003881647.1, TC-Mu, 5.1e-05
YP_003897153.1, TC-T1, 2.7e-33
YP_003902.1, TC-HK97, 1.6e-36
YP_003904524.1, TC-HK97, 1.2e-10
YP_003919183.1, TC-HK97, 2e-10
YP_003919447.1, TC-HK97, 0.0
YP_003919943.1, TC-phiC2, 0.0
YP_003921678.1, TC-HK97, 2e-10
YP_003924987.1, TC-HK97, 1.1e-08
YP_003925316.1, TC-HK97, 0.00086
YP_003930602.1, U_TC_Fam7, 0.0
YP_003931268.1, TC-Mu, 2.1000000000000002e-32
YP_003932298.1, TC-Mu, 1.3e-28
YP_003934649.1, TC-Mu, 6.5
YP_003936548.1, TC-HK97, 0.0012
YP_003936823.1, TC-HK97, 1.7
YP_003941410.1, TC-Lam, 0.0033
YP_003947666.1, TC-HK97, 0.0
YP_003952147.1, TC-HK97, 0.025
YP_003952251.1, TC-HK97, 0.11
YP_003959251.1, TC-HK97, 0.0
YP_003961042.1, TC-BCereusAH820, 0.2
YP_003961137.1, TC-BCJA1C, 2.1e-07
YP_003963666.1, TC-Lam, 0.0
YP_003964419.1, TC-HK97, 1e-06
YP_003972679.1, TC-phiC2, 0.0
YP_003980056.1, TC-HK97, 5.5e-09
YP_003988066.1, TC-JCL103, 0.00043
YP_003989584.1, TC-Bthuringiensis, 1.8
YP_003989797.1, TC-Che12, 8.7
YP_003991875.1, TC-Adjutor, 1.1e-26
YP_003995476.1, TC-ListeriaB025, 3.1
YP_004002204.1, TC-HK97, 0.0022
YP_004019973.1, TC-ShewanellaB, 4.8
YP_004024979.1, U_TC_Fam7, 4.5
YP_004027870.1, TC-Mu, 1e-22
YP_004032244.1, TC-BCJA1C, 1.9000000000000003e-21
YP_004034206.1, TC-JCL103, 0.0
YP_004040276.1, TC-ShewanellaB, 0.54
YP_004047913.1, TC-Mu, 3.1e-16
YP_004063707.1, TC-Mu, 7.3
YP_004072719.1, TC-Mu, 1.2e-06
YP_004090418.1, TC-BCJA1C, 0.00027
YP_004090809.1, TC-BCJA1C, 0.00011
YP_004091859.1, TC-IEBH, 6.9e-16
YP_004092096.1, TC-HK97, 1.5000000000000001e-21
YP_004095093.1, TC-HK97, 0.00016
YP_004095712.1, TC-ListeriaB025, 4.8e-07
YP_004099668.1, TC-Phi297, 5.1
YP_004100895.1, TC-HK97, 0.00035
YP_004115987.1, U_TC_Fam7, 0.0
YP_004116137.1, TC-Mu, 8.999999999999999e-34
YP_004117273.1, TC-Mu, 7.900000000000001e-32
YP_004120221.1, TC-Mu, 2.7e-08
YP_004121242.1, TC-Che12, 6.9
YP_004121378.1, TC-Mu, 0.014
YP_004122150.1, TC-Mu, 0.0
YP_004122425.1, TC-ShewanellaB, 10.0
YP_004123831.1, TC-Che12, 1.1e-06
YP_004124738.1, TC-Mu, 7.5e-05
YP_004125643.1, TC-HK97, 5.2
YP_004125921.1, TC-Mu, 1.2e-26
YP_004126711.1, TC-Mu, 0.0
YP_004128167.1, TC-Lam, 0.0
YP_004132821.1, TC-ShewanellaB, 2.9
YP_004133433.1, TC-ListeriaB025, 5.3e-22
YP_004134707.1, TC-Mu, 3.5e-09
YP_004134920.1, TC-HK97, 0.03
YP_004135019.1, TC-Mu, 0.0
YP_004135381.1, TC-HK97, 1.1e-37
YP_004135404.1, TC-HK97, 1.5
YP_004135732.1, TC-Mu, 1.8e-10
YP_004137854.1, TC-Mu, 2.8e-34
YP_004138223.1, TC-HK97, 0.03
YP_004138907.1, TC-HK97, 9.300000000000001e-35
YP_004138928.1, TC-HK97, 1.5
YP_004139187.1, TC-Mu, 1.8e-10
YP_004148750.1, TC-HK97, 0.0
YP_004149415.1, TC-JCL103, 9.2
YP_004149428.1, TC-ListeriaB025, 0.0
YP_004150638.1, TC-HK97, 1.5e-07
YP_004161609.1, TC-Phi297, 9.5
YP_004179553.1, TC-HK97, 0.1
YP_004192387.1, TC-JCL103, 5.9
YP_004193700.1, TC-Lam, 0.0
YP_004195869.1, TC-Mu, 0.0
YP_004198018.1, TC-Che12, 4.0
YP_004199677.1, TC-HK97, 0.014
YP_004201477.1, TC-Che12, 6.4
YP_004204393.1, TC-phiC2, 0.0
YP_004207297.1, TC-phiC2, 0.0
YP_004211343.1, TC-Mu, 4.9000000000000003e-36
YP_004212236.1, TC-Mu, 5.2e-35
YP_004212557.1, TC-HK97, 4.8e-20
YP_004213267.1, TC-Mu, 0.00017
YP_004217795.1, TC-HK97, 2.6e-08
YP_004239920.1, TC-TPSY, 4.8
YP_004264711.1, TC-BCJA1C, 2.9e-05
YP_004264908.1, TC-Mu, 0.0
YP_004265132.1, TC-Mu, 1.1e-08
YP_004266895.1, TC-Mu, 0.0
YP_004267232.1, TC-Mu, 0.0
YP_004267404.1, TC-Mu, 0.0
YP_004267879.1, TC-Mu, 0.43
YP_004268436.1, TC-Lam, 0.46
YP_004268749.1, TC-HK97, 3.3e-06
YP_004269111.1, TC-JCL103, 7.1e-17
YP_004273348.1, TC-Mu, 4.3
YP_004277843.1, TC-Che12, 5.3
YP_004278760.1, TC-HK97, 4.3e-06
YP_004279069.1, TC-HK97, 5.3e-17
YP_004286272.1, U_TC_Fam7, 2e-07
YP_004292367.1, TC-HK97, 3.4e-06
YP_004295070.1, TC-ShewanellaB, 8.2
YP_004297997.1, TC-Mu, 5.8e-33
YP_004301285.1, TC-HK97, 0.0
YP_004301544.1, TC-HK97, 0.00078
YP_004301809.1, TC-TPSY, 2.3
YP_004303418.1, TC-HK97, 0.0081
YP_004305503.1, TC-TPSY, 0.0
YP_004305710.1, TC-Mu, 7.2e-07
YP_004305766.1, TC-TPSY, 0.0
YP_004306110.1, TC-HK97, 0.0
YP_004306396.1, TC-Mu, 6.4000000000000005e-27
YP_004306441.1, TC-Mu, 2.5e-19
YP_004306649.1, TC-ListeriaB025, 1.5e-09
YP_004306867.1, TC-Mu, 1.5000000000000001e-31
YP_004306935.1, TC-Adjutor, 0.0
YP_004307755.1, TC-BCJA1C, 0.00066
YP_004307905.1, TC-HK97, 9.4
YP_004308658.1, TC-JCL103, 9.2
YP_004309650.1, TC-Che12, 0.03
YP_004311386.1, TC-HK97, 7.3
YP_004318091.1, TC-BCJA1C, 3.0
YP_004327130.1, TC-Phi297, 0.0
YP_004327201.1, TC-HK97, 1.6
YP_004327315.1, TC-HK97, 0.13
YP_004339485.1, TC-ListeriaB025, 2.6
YP_004355184.1, TC-Phi297, 0.0
YP_004357807.1, U_TC_Fam7, 2.2
YP_004375887.1, TC-BCereusAH820, 2.2
YP_004379971.1, TC-Mu, 9.4e-34
YP_004386880.1, TC-HK97, 8.3
YP_004387923.1, TC-TPSY, 2.8e-08
YP_004392433.1, TC-Mu, 3.2e-09
YP_004393122.1, TC-Mu, 1.3e-28
YP_004395896.1, TC-Phi297, 1.4e-17
YP_004398726.1, TC-TPSY, 1.9
YP_004398833.1, TC-HK97, 1.4e-08
YP_004400060.1, TC-Adjutor, 5.4
YP_004411418.1, TC-TPSY, 0.37
YP_004414856.1, TC-T1, 3.2000000000000003e-37
YP_004415143.1, TC-ListeriaB025, 7.6
YP_004419159.1, TC-Mu, 2.5e-07
YP_004419161.1, TC-Mu, 1.7e-16
YP_004419816.1, TC-HK97, 4e-17
YP_004420534.1, TC-Mu, 0.0
YP_004421394.1, TC-Mu, 0.00035
YP_004421768.1, TC-Lam, 1.2999999999999999e-40
YP_004421844.1, TC-T1, 4.3e-17
YP_004456648.1, TC-BCJA1C, 1.7e-33
YP_004460163.1, TC-ListeriaB025, 3.3
YP_004460512.1, U_TC_Fam7, 0.0
YP_004461827.1, TC-JCL103, 3.6999999999999997e-23
YP_004462111.1, TC-Adjutor, 3.9e-22
YP_004462603.1, TC-Adjutor, 4.2e-28
YP_004464763.1, TC-HK97, 1.7e-09
YP_004464851.1, U_TC_Fam7, 3.1e-18
YP_004465775.1, TC-ListeriaB025, 3.4
YP_004473516.1, TC-Lam, 0.0
YP_004478971.1, TC-HK97, 3.3e-07
YP_004479145.1, TC-BCJA1C, 9.7
YP_004479716.1, TC-BCJA1C, 4.800000000000001e-37
YP_004489711.1, TC-Mu, 8.9e-20
YP_004497948.1, TC-Mu, 6.0
YP_004498750.1, TC-Phi297, 1.8
YP_004501832.1, TC-Lam, 0.44
YP_004503702.1, TC-Phi297, 1.8
YP_004506784.1, TC-Lam, 0.44
YP_004508388.1, TC-BCJA1C, 0.0024
YP_004516502.1, TC-T1, 0.012
YP_004527832.1, TC-phiC2, 1.4
YP_004528924.1, TC-Adjutor, 1.8e-07
YP_004533137.1, TC-Mu, 7.5e-25
YP_004545307.1, TC-Mu, 3.5e-07
YP_004547034.1, TC-HK97, 6.8e-18
YP_004560714.1, TC-Phi297, 1.3e-08
YP_004567821.1, TC-phiC2, 1.2
YP_004567822.1, TC-phiC2, 5.6
YP_004586861.1, TC-ListeriaB025, 4.4
YP_004586873.1, TC-HK97, 0.0
YP_004594395.1, TC-HK97, 3.0999999999999996e-42
YP_004594630.1, U_TC_Fam7, 0.0
YP_004600386.1, TC-HK97, 6.5
YP_004607276.1, TC-JCL103, 4.7
YP_004612293.1, TC-TPSY, 0.0
YP_004630433.1, TC-HK97, 2.1e-06
YP_004630566.1, TC-Che12, 0.018
YP_004632844.1, TC-HK97, 5.5e-06
YP_004633360.1, TC-Lam, 0.35
YP_004634044.1, TC-TPSY, 0.0
YP_004636552.1, TC-HK97, 0.0
YP_004636963.1, TC-Phi297, 3.0
YP_004639654.1, TC-HK97, 3.4e-16
YP_004642275.1, TC-phiC2, 4.3
YP_004650602.1, TC-HK97, 0.0
YP_004661338.1, TC-JCL103, 1.4
YP_004662331.1, TC-ShewanellaB, 5.6
YP_004675964.1, TC-HK97, 1.2e-10
YP_004678590.1, TC-JCL103, 5.9
YP_004693898.1, TC-ShewanellaB, 1.5
YP_004695573.1, TC-HK97, 2.1e-08
YP_004700709.1, TC-Sfv, 0.0
YP_004701921.1, TC-T1, 5.89e-44
YP_004706050.1, TC-HK97, 2.7e-07
YP_004707246.1, TC-HK97, 0.0023
YP_004731632.1, TC-Mu, 0.0
YP_004751659.1, TC-Mu, 6.800000000000001e-27
YP_004759296.1, TC-Phi297, 0.048
YP_004767347.1, TC-HK97, 6.2e-16
YP_004767387.1, TC-ListeriaB025, 5.6e-41
YP_004770647.1, TC-HK97, 7.6e-07
YP_004779282.1, TC-HK97, 0.0014
YP_004822113.1, TC-Mu, 1.5e-30
YP_004825047.1, TC-Che12, 0.088
YP_004825844.1, TC-Phi297, 8.2
YP_004829185.1, U_TC_Fam7, 0.0
YP_004829581.1, TC-HK97, 8.6e-09
YP_004835343.1, TC-HK97, 7.5e-06
YP_004839531.1, TC-Phi297, 4.2
YP_004845816.1, TC-Lam, 0.0
YP_004846221.1, TC-TPSY, 0.012
YP_004846896.1, TC-Mu, 0.33
YP_004847325.1, TC-Mu, 0.33
YP_004858848.1, TC-phiC2, 0.13
YP_004861050.1, TC-phiC2, 5.5
YP_004864892.1, TC-HK97, 4.6e-20
YP_004868333.1, TC-Sfv, 4.5e-05
YP_004868356.1, TC-HK97, 0.015
YP_004868920.1, TC-Sfv, 4.5e-05
YP_004875605.1, TC-phiC2, 0.0
YP_004875674.1, TC-phiC2, 0.0
YP_004876854.1, TC-phiC2, 0.0
YP_004881517.1, TC-BCJA1C, 0.49
YP_004881632.1, TC-TPSY, 1.3
YP_004883854.1, TC-HK97, 9.4e-10
YP_004887296.1, TC-ListeriaB025, 7.01e-45
YP_004888659.1, TC-HK97, 0.0
YP_004890107.1, TC-HK97, 0.0
YP_004896599.1, TC-Adjutor, 2.8e-07
YP_004896703.1, TC-JCL103, 1.5e-05
YP_004897262.1, TC-Adjutor, 0.0
YP_004897318.1, TC-JCL103, 3.6e-05
YP_004898503.1, TC-HK97, 0.00026
YP_004910098.1, TC-HK97, 0.0025
YP_004911638.1, TC-HK97, 2.0
YP_004919074.1, TC-Phi297, 0.52
YP_004934040.1, TC-Phi297, 0.0
YP_004934115.1, TC-HK97, 2.2e-21
YP_004934166.1, TC-HK97, 1.4e-10
YP_004934643.1, TC-Lam, 0.0
YP_004934681.1, TC-Mu, 0.0
YP_004940350.1, TC-HK97, 0.0
YP_004941395.1, TC-Phi297, 5.4
YP_004952118.1, TC-Mu, 1.4e-37
YP_004952173.1, TC-Phi297, 0.0
YP_004957342.1, TC-Mu, 1.9e-10
YP_004957450.1, TC-HK97, 2.9e-36
YP_004957594.1, TC-Mu, 0.12
YP_004972813.1, TC-HK97, 9.4
YP_004980738.1, TC-HK97, 0.00058
YP_004982986.1, TC-ShewanellaB, 2.1
YP_004989153.1, TC-HK97, 0.38
YP_005019065.1, TC-Lam, 0.00057
YP_005019511.1, TC-HK97, 1.4e-16
YP_005026460.1, TC-HK97, 0.00013
YP_005027985.1, TC-ListeriaB025, 0.067
YP_005039271.1, TC-Lam, 0.0
YP_005044703.1, TC-phiC2, 8.9
YP_005048091.1, TC-HK97, 1.7e-09
YP_005050706.1, TC-Mu, 0.0
YP_005051906.1, TC-Lam, 0.02
YP_005055708.1, TC-BCereusAH820, 3.7
YP_005057210.1, TC-Lam, 1.4e-10
YP_005063587.1, TC-TPSY, 3.1
YP_005081565.1, TC-Lam, 2.4
YP_005086968.1, TC-Che12, 0.0
YP_005087135.1, TC-Che12, 0.0
YP_005092233.1, TC-Mu, 1.3e-07
YP_005096077.1, TC-HK97, 0.00029
YP_005097773.1, TC-phiC2, 9.7
YP_005098079.1, TC-Phi297, 1.2999999999999999e-40
YP_005098142.1, TC-T1, 9.1e-42
YP_005098217.1, TC-HK97, 0.0
YP_005104589.1, TC-ListeriaB025, 2.3e-06
YP_005106311.1, TC-HK97, 8e-05
YP_005112627.1, TC-HK97, 0.00059
YP_005129330.1, TC-HK97, 0.0
YP_005129950.1, TC-phiC2, 0.0
YP_005130555.1, TC-HK97, 3.3e-07
YP_005131560.1, TC-HK97, 1.4e-08
YP_005146634.1, TC-ListeriaB025, 5.400000000000001e-43
YP_005147225.1, TC-HK97, 1.9e-10
YP_005149511.1, TC-HK97, 1.4e-10
YP_005156918.1, TC-Che12, 0.014
YP_005158525.1, TC-HK97, 4.5e-06
YP_005160886.1, TC-HK97, 0.00078
YP_005162532.1, TC-HK97, 2.7e-05
YP_005168912.1, TC-ShewanellaB, 8.4
YP_005174461.1, TC-HK97, 2.2
YP_005178382.1, TC-Lam, 0.36
YP_005181838.1, TC-Sfv, 0.0
YP_005182577.1, TC-Mu, 1.2e-30
YP_005186972.1, TC-BCereusAH820, 1.5
YP_005187757.1, TC-T1, 2e-37
YP_005188980.1, TC-HK97, 0.0
YP_005195328.1, TC-Sfv, 0.65
YP_005196255.1, TC-HK97, 3.9e-17
YP_005199560.1, TC-Mu, 4.100000000000001e-37
YP_005201262.1, TC-Mu, 1.7e-25
YP_005217012.1, TC-Mu, 0.0
YP_005219084.1, TC-Mu, 3.7e-32
YP_005219982.1, TC-Mu, 6e-30
YP_005237990.1, TC-Sfv, 0.0
YP_005242921.1, TC-Sfv, 0.0
YP_005243682.1, TC-Mu, 1.2e-30
YP_005248401.1, TC-Mu, 0.0028
YP_005248459.1, TC-Mu, 4.1000000000000005e-31
YP_005252523.1, TC-Sfv, 0.0
YP_005272049.1, TC-ShewanellaB, 0.0
YP_005273349.1, TC-Mu, 5.3e-22
YP_005274114.1, TC-Mu, 1.9000000000000002e-29
YP_005277379.1, TC-Mu, 6.100000000000001e-32
YP_005277924.1, TC-Lam, 1.3
YP_005278660.1, TC-Mu, 4.4e-31
YP_005279271.1, TC-Mu, 0.0
YP_005280034.1, TC-Mu, 1.3e-31
YP_005301740.1, TC-IEBH, 7.9
YP_005326216.1, TC-phiC2, 6.0
YP_005326306.1, TC-HK97, 8.900000000000001e-32
YP_005343155.1, TC-Che12, 7.7
YP_005354039.1, TC-BCereusAH820, 0.0
YP_005354625.1, TC-BCereusAH820, 0.0
YP_005354813.1, TC-HK97, 0.0
YP_005355574.1, TC-BCereusAH820, 0.0
YP_005357534.1, TC-JCL103, 1.6
YP_005361929.1, TC-HK97, 7.2
YP_005377597.1, TC-HK97, 0.0039
YP_005397375.1, TC-Sfv, 0.0
YP_005398080.1, TC-Mu, 1.2e-30
YP_005401247.1, TC-Mu, 1.3e-35
YP_005401570.1, TC-Lam, 0.62
YP_005403499.1, TC-Mu, 6.5e-35
YP_005411862.1, TC-HK97, 5.4e-07
YP_005417642.1, TC-T1, 9.5e-05
YP_005417944.1, TC-HK97, 0.0
YP_005418238.1, TC-Mu, 1.6e-09
YP_005421066.1, TC-HK97, 1.0
YP_005421484.1, TC-HK97, 2.4e-07
YP_005421954.1, TC-HK97, 2.3e-07
YP_005432863.1, TC-HK97, 1.7e-07
YP_005442368.1, TC-Mu, 2.4
YP_005450119.1, TC-HK97, 1.3e-05
YP_005451144.1, TC-T1, 0.025
YP_005451407.1, TC-Adjutor, 0.75
YP_005456197.1, TC-Mu, 1.6e-18
YP_005456787.1, TC-Lam, 0.85
YP_005457346.1, TC-Lam, 0.6
YP_005457610.1, TC-Mu, 8e-31
YP_005459205.1, TC-Mu, 1e-31
YP_005460273.1, TC-BCereusAH820, 6.3
YP_005461816.1, TC-Adjutor, 0.0
YP_005464322.1, TC-Sfv, 2.8
YP_005468030.1, TC-TPSY, 5.8
YP_005475339.1, TC-HK97, 3.3
YP_005478575.1, TC-T1, 0.006
YP_005478809.1, TC-ShewanellaB, 2.8
YP_005481739.1, TC-T1, 0.006
YP_005481973.1, TC-ShewanellaB, 2.8
YP_005484429.1, TC-T1, 0.006
YP_005484663.1, TC-ShewanellaB, 2.8
YP_005487713.1, TC-T1, 0.006
YP_005487947.1, TC-ShewanellaB, 2.8
YP_005490521.1, TC-T1, 0.006
YP_005490755.1, TC-ShewanellaB, 2.8
YP_005499623.1, TC-T1, 0.006
YP_005499857.1, TC-ShewanellaB, 2.8
YP_005502420.1, TC-T1, 0.006
YP_005502656.1, TC-ShewanellaB, 2.8
YP_005503857.1, TC-HK97, 4.4
YP_005504199.1, TC-Mu, 0.52
YP_005505074.1, TC-HK97, 0.0
YP_005507728.1, TC-HK97, 4.4
YP_005508218.1, TC-Mu, 0.52
YP_005508763.1, TC-HK97, 0.0
YP_005511602.1, TC-Adjutor, 2.2e-07
YP_005513642.1, TC-HK97, 0.0
YP_005513955.1, TC-Adjutor, 1.5e-07
YP_005514117.1, TC-HK97, 0.0
YP_005515202.1, TC-HK97, 0.0
YP_005519972.1, TC-HK97, 4.4
YP_005522757.1, TC-HK97, 0.0
YP_005523542.1, TC-Mu, 0.52
YP_005525151.1, TC-HK97, 0.0
YP_005526307.1, TC-HK97, 0.0
YP_005526813.1, TC-Mu, 0.00012
YP_005540888.1, TC-HK97, 0.52
YP_005541825.1, TC-phiC2, 0.0
YP_005542718.1, TC-HK97, 1.5e-10
YP_005544402.1, TC-HK97, 0.0
YP_005544685.1, TC-HK97, 0.0
YP_005545129.1, TC-phiC2, 0.0
YP_005546127.1, TC-HK97, 0.31
YP_005547117.1, TC-HK97, 0.0
YP_005549254.1, TC-HK97, 0.52
YP_005550194.1, TC-phiC2, 0.0
YP_005551107.1, TC-HK97, 1.5e-10
YP_005554056.1, TC-Mu, 5.5e-10
YP_005556364.1, TC-phiC2, 0.0
YP_005560561.1, TC-phiC2, 0.0
YP_005561100.1, TC-HK97, 1.4
