Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,Glossina brevipalpis,0,NC_004344,NP_871097.1,DT-V583,DT-V583,6.2,15,149,223,1,0,1
Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,Glossina brevipalpis,0,NC_004344,NP_871097.1,DT-V583,DT-V583,6.2,15,197,233,0,0,0
Chromobacterium violaceum ATCC 12472,0,0,NC_005085,NP_901336.1,DT-RSL1,DT-RSL1,6.8,14.4,10,72,0,1,1
Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_924204.1,DT-Che8,DT-Che8,5.9,15.3,26,78,1,1,1
Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_924204.1,DT-Che8,DT-Che8,5.9,15.3,43,148,1,0,1
Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_924204.1,DT-Che8,DT-Che8,5.9,15.3,146,195,0,0,0
Staphylococcus phage 77,Staphylococcus aureus,pos,NC_005356,NP_958616.1,DT-SPP1,DT-SPP1,2.30E-37,137,15,494,0,1,1
Bacillus cereus ATCC 10987,0,0,NC_003909,NP_976738.1,DT-SPP1,DT-SPP1,2.10E-22,88,20,281,1,0,1
Bacillus cereus ATCC 10987,0,0,NC_003909,NP_976738.1,DT-Che8,DT-Che8,1.3,17.4,7,130,0,0,0
Lactococcus phage phiLC3,Lactococcus lactis subsp. cremoris,pos,NC_005822,NP_996716.1,DT-SPP1,DT-SPP1,0.0000038,34.8,26,294,0,0,0
Staphylococcus phage phiETA2,Staphylococcus aureus,pos,NC_008798,YP_001004317.1,DT-SPP1,DT-SPP1,6.90E-42,151.8,19,315,0,0,0
Staphylococcus phage phiETA3,Staphylococcus aureus,pos,NC_008799,YP_001004385.1,DT-SPP1,DT-SPP1,8.10E-38,138.5,26,313,0,0,0
Lactococcus lactis subsp. cremoris MG1363,0,0,NC_009004,YP_001033342.1,DT-SPP1,DT-SPP1,0.000000061,40.6,141,360,0,1,1
Lactococcus lactis subsp. cremoris MG1363,0,0,NC_009004,YP_001033343.1,DT-SPP1,DT-SPP1,9.90E-41,148,17,204,1,0,1
Lactococcus lactis subsp. cremoris MG1363,0,0,NC_009004,YP_001033343.1,DT-V583,DT-V583,1.50E-19,78.4,5,131,0,0,0
Streptococcus sanguinis SK36,0,0,NC_009009,YP_001034740.1,DT_Fam4,DT_Fam4,5,14.5,65,228,0,0,0
Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038031.1,DT-RSL1,DT-RSL1,0,384.8,1,191,0,0,0
Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038032.1,DT-RSL1,DT-RSL1,0,50.6,1,63,0,1,1
Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038034.1,DT-SPP1,DT-SPP1,1.90E-22,88.2,18,257,1,0,1
Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038034.1,DT-V583,DT-V583,0.0000000039,44.8,3,130,0,1,1
Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038122.1,DT-SPP1,DT-SPP1,0,64.6,17,234,1,1,1
Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038122.1,DT-V583,DT-V583,0,62.2,4,127,1,0,1
Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038122.1,DT_Fam3,DT_Fam3,0.096,20.4,75,234,0,1,1
Streptococcus phage phi3396,Streptococcus dysgalactiae subsp. equisimili,pos,NC_009018,YP_001039933.1,DT-SPP1,DT-SPP1,7.20E-33,122.3,35,257,1,1,1
Streptococcus phage phi3396,Streptococcus dysgalactiae subsp. equisimili,pos,NC_009018,YP_001039933.1,DT-V583,DT-V583,0.00023,29.4,29,148,1,0,1
Streptococcus phage phi3396,Streptococcus dysgalactiae subsp. equisimili,pos,NC_009018,YP_001039933.1,DT_Fam4,DT_Fam4,0.11,19.9,123,257,0,1,1
Herminiimonas arsenicoxydans,0,0,NC_009138,YP_001098652.1,DT_Fam5,DT_Fam5,9.4,13.7,184,260,1,0,1
Herminiimonas arsenicoxydans,0,0,NC_009138,YP_001098652.1,DT_Fam5,DT_Fam5,9.4,13.7,308,373,0,1,1
Desulfotomaculum reducens MI-1,0,0,NC_009253,YP_001113932.1,DT-SPP1,DT-SPP1,1.54E-44,160.6,15,242,1,0,1
Desulfotomaculum reducens MI-1,0,0,NC_009253,YP_001113932.1,DT-V583,DT-V583,5.60E-17,70.1,4,127,0,0,0
Geobacillus thermodenitrificans NG80-2,0,0,NC_009328,YP_001126899.1,DT-RSL1,DT-RSL1,0.000069,30.6,1,146,0,0,0
Geobacillus thermodenitrificans NG80-2,0,0,NC_009328,YP_001126900.1,DT-RSL1,DT-RSL1,0.092,20.4,1,62,0,1,1
Geobacillus thermodenitrificans NG80-2,0,0,NC_009328,YP_001126903.1,DT-SPP1,DT-SPP1,3.90E-37,136.3,12,249,1,0,1
Geobacillus thermodenitrificans NG80-2,0,0,NC_009328,YP_001126903.1,DT-V583,DT-V583,4.30E-28,106,2,125,0,1,1
Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128100.1,DT-SPP1,DT-SPP1,3.70E-20,80.6,18,237,1,1,1
Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128100.1,DT-V583,DT-V583,0.000058,31.3,5,128,1,0,1
Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128100.1,DT_Fam3,DT_Fam3,0.0000075,33.8,3,192,0,0,0
Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128194.1,DT-RSL1,DT-RSL1,5.9,14.5,64,139,0,0,0
Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128247.1,DT_Fam3,DT_Fam3,0.00067,27.4,35,230,0,0,0
Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128582.1,DT-SPP1,DT-SPP1,4.80E-23,90.1,18,280,0,1,1
Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128811.1,DT-SPP1,DT-SPP1,1.90E-23,91.4,16,234,1,1,1
Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128811.1,DT-V583,DT-V583,0.00011,30.3,4,125,1,0,1
Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128811.1,DT_Fam3,DT_Fam3,0.0000015,36.1,2,189,0,0,0
Aeromonas salmonicida subsp. salmonicida A449,0,0,NC_009348,YP_001141210.1,DT_Fam3,DT_Fam3,3.5,15.3,77,144,0,1,1
Salinispora tropica CNB-440,0,0,NC_009380,YP_001157394.1,DT-SPP1,DT-SPP1,0.016,22.9,26,284,1,0,1
Salinispora tropica CNB-440,0,0,NC_009380,YP_001157394.1,DT-Che8,DT-Che8,0.0001,30.8,11,142,0,1,1
Pelotomaculum thermopropionicum SI,0,0,NC_009454,YP_001212727.1,DT-SPP1,DT-SPP1,1.80E-41,150.4,13,562,1,1,1
Pelotomaculum thermopropionicum SI,0,0,NC_009454,YP_001212727.1,DT-SPP1,DT-SPP1,1.80E-41,150.4,905,1078,1,0,1
Pelotomaculum thermopropionicum SI,0,0,NC_009454,YP_001212727.1,DT-V583,DT-V583,2.50E-21,84.2,3,125,0,0,0
Bradyrhizobium sp. BTAi1,0,0,NC_009485,YP_001241401.1,DT-SPP1,DT-SPP1,7.8,14.1,227,393,0,0,0
Staphylococcus aureus subsp. aureus JH9,0,0,NC_009487,YP_001245738.1,DT-SPP1,DT-SPP1,2.10E-33,124,26,311,0,0,0
Staphylococcus aureus subsp. aureus JH9,0,0,NC_009487,YP_001246279.1,DT-SPP1,DT-SPP1,2.20E-41,150.2,19,315,0,0,0
Staphylococcus aureus subsp. aureus JH9,0,0,NC_009487,YP_001246448.1,DT-SPP1,DT-SPP1,2.00E-31,117.6,21,274,0,0,0
Staphylococcus aureus subsp. aureus JH9,0,0,NC_009487,YP_001247369.1,DT-SPP1,DT-SPP1,4.50E-37,136.1,15,494,0,1,1
Sphingomonas wittichii RW1,0,0,NC_009511,YP_001261223.1,DT_Fam4,DT_Fam4,9.3,13.6,1,147,1,0,1
Sphingomonas wittichii RW1,0,0,NC_009511,YP_001261223.1,DT_Fam4,DT_Fam4,9.3,13.6,165,219,0,1,1
Lactobacillus reuteri DSM 20016,0,0,NC_009513,YP_001271447.1,DT-SPP1,DT-SPP1,8.20E-22,86.1,52,294,1,0,1
Lactobacillus reuteri DSM 20016,0,0,NC_009513,YP_001271447.1,DT-V583,DT-V583,0.046,21.9,55,156,0,0,0
Lactobacillus reuteri DSM 20016,0,0,NC_009513,YP_001271700.1,DT-SPP1,DT-SPP1,1.70E-30,114.5,25,280,0,0,0
Staphylococcus phage 80alpha,0,pos,NC_009526,YP_001285372.1,DT-SPP1,DT-SPP1,3.80E-42,152.7,19,315,0,1,1
Propionibacterium phage PA6,Propionibacterium acnes,pos,NC_009541,YP_001285591.1,DT-SPP1,DT-SPP1,0.00000021,38.9,41,312,1,0,1
Propionibacterium phage PA6,Propionibacterium acnes,pos,NC_009541,YP_001285591.1,DT-Che8,DT-Che8,0,62.4,18,168,0,1,1
Lactobacillus phage LL-H,Lactobacillus delbrueckii subsp. lactis strains LK,pos,NC_009554,YP_001285898.1,DT-SPP1,DT-SPP1,0,63.4,19,628,1,0,1
Lactobacillus phage LL-H,Lactobacillus delbrueckii subsp. lactis strains LK,pos,NC_009554,YP_001285898.1,DT-V583,DT-V583,0.16,20.1,8,141,0,0,0
Flavobacterium psychrophilum JIP02/86,0,0,NC_009613,YP_001297045.1,DT-SPP1,DT-SPP1,2.4,15.8,125,246,0,0,0
Parabacteroides distasonis ATCC 8503,0,0,NC_009615,YP_001303408.1,DT-SPP1,DT-SPP1,0.81,17.3,19,882,0,0,0
Staphylococcus aureus subsp. aureus JH1,0,0,NC_009632,YP_001315514.1,DT-SPP1,DT-SPP1,2.10E-33,124,26,311,0,0,0
Staphylococcus aureus subsp. aureus JH1,0,0,NC_009632,YP_001316063.1,DT-SPP1,DT-SPP1,2.20E-41,150.2,19,315,0,0,0
Staphylococcus aureus subsp. aureus JH1,0,0,NC_009632,YP_001316235.1,DT-SPP1,DT-SPP1,2.00E-31,117.6,21,274,0,0,0
Staphylococcus aureus subsp. aureus JH1,0,0,NC_009632,YP_001317162.1,DT-SPP1,DT-SPP1,4.50E-37,136.1,15,494,0,0,0
Staphylococcus aureus subsp. aureus str. Newman,0,0,NC_009641,YP_001331337.1,DT-SPP1,DT-SPP1,8.90E-38,138.4,26,313,0,0,0
Staphylococcus aureus subsp. aureus str. Newman,0,0,NC_009641,YP_001332063.1,DT-SPP1,DT-SPP1,1.10E-41,151.2,19,315,0,0,0
Staphylococcus aureus subsp. aureus str. Newman,0,0,NC_009641,YP_001332813.1,DT-SPP1,DT-SPP1,6.70E-42,151.9,19,315,0,0,0
Staphylococcus aureus subsp. aureus str. Newman,0,0,NC_009641,YP_001332921.1,DT-SPP1,DT-SPP1,3.00E-37,136.7,15,494,0,1,1
Nitratiruptor sp. SB155-2,0,0,NC_009662,YP_001355612.1,DT-V583,DT-V583,5.8,15.1,1,46,1,0,1
Nitratiruptor sp. SB155-2,0,0,NC_009662,YP_001355612.1,DT-V583,DT-V583,5.8,15.1,33,96,0,1,1
Bacillus cytotoxicus NVH 391-98,0,0,NC_009674,YP_001375814.1,DT-SPP1,DT-SPP1,0,202.7,16,497,1,0,1
Bacillus cytotoxicus NVH 391-98,0,0,NC_009674,YP_001375814.1,DT-V583,DT-V583,2.50E-29,110,6,130,0,1,1
Bacillus cytotoxicus NVH 391-98,0,0,NC_009674,YP_001376160.1,DT-SPP1,DT-SPP1,0,191.9,18,497,1,0,1
Bacillus cytotoxicus NVH 391-98,0,0,NC_009674,YP_001376160.1,DT-V583,DT-V583,1.00E-29,111.2,8,131,0,0,0
Clostridium botulinum A str. ATCC 19397,0,0,NC_009697,YP_001383767.1,DT-SPP1,DT-SPP1,0.012,23.3,1,125,0,1,1
Clostridium botulinum A str. ATCC 19397,0,0,NC_009697,YP_001384741.1,DT-SPP1,DT-SPP1,2.50E-22,87.8,21,286,1,0,1
Clostridium botulinum A str. ATCC 19397,0,0,NC_009697,YP_001384741.1,DT-V583,DT-V583,0.19,19.9,18,134,0,1,1
Clostridium botulinum A str. ATCC 19397,0,0,NC_009697,YP_001385257.1,DT-SPP1,DT-SPP1,2.60E-30,113.9,21,287,1,0,1
Clostridium botulinum A str. ATCC 19397,0,0,NC_009697,YP_001385257.1,DT-Che8,DT-Che8,0.024,23.1,13,136,0,0,0
Clostridium botulinum A str. Hall,0,0,NC_009698,YP_001387317.1,DT-SPP1,DT-SPP1,0.012,23.3,1,125,0,0,0
Clostridium botulinum F str. Langeland,0,0,NC_009699,YP_001391146.1,DT-SPP1,DT-SPP1,0,63.7,24,287,0,1,1
Clostridium botulinum F str. Langeland,0,0,NC_009699,YP_001392470.1,DT-SPP1,DT-SPP1,1.80E-23,91.5,21,287,1,0,1
Clostridium botulinum F str. Langeland,0,0,NC_009699,YP_001392470.1,DT-V583,DT-V583,0.016,23.4,18,134,0,0,0
Clostridium kluyveri DSM 555,0,0,NC_009706,YP_001396013.1,DT-SPP1,DT-SPP1,2.50E-23,91,20,281,0,0,0
Campylobacter curvus 525.92,0,0,NC_009715,YP_001408551.1,DT-V583,DT-V583,7.6,14.7,10,106,0,0,0
Staphylococcus phage tp310-2,Staphylococcus aureus,pos,NC_009762,YP_001429952.1,DT-SPP1,DT-SPP1,2.00E-31,117.6,21,274,0,0,0
Staphylococcus aureus subsp. aureus Mu3,0,0,NC_009782,YP_001441487.1,DT-SPP1,DT-SPP1,4.50E-41,149.2,19,315,0,0,0
Staphylococcus aureus subsp. aureus Mu3,0,0,NC_009782,YP_001442530.1,DT-SPP1,DT-SPP1,2.50E-37,136.9,15,494,0,0,0
Listeria phage A500,Listeria monocytogenes,pos,NC_009810,YP_001468403.1,DT-SPP1,DT-SPP1,7.10E-39,142,23,275,0,0,0
Listeria phage B025,Listeria monocytogenes,pos,NC_009812,YP_001468654.1,DT-SPP1,DT-SPP1,3.90E-28,106.8,26,276,0,1,1
Listeria phage A006,Listeria monocytogenes,pos,NC_009815,YP_001468856.1,DT-SPP1,DT-SPP1,5.80E-25,96.4,16,521,1,0,1
Listeria phage A006,Listeria monocytogenes,pos,NC_009815,YP_001468856.1,DT-V583,DT-V583,0,60.7,5,131,0,0,0
Corynebacterium phage P1201,Corynebacterium glutamicum,pos,NC_009816,YP_001468948.1,DT-Che8,DT-Che8,0.00000000038,48.4,29,166,0,0,0
Streptococcus phage P9,Streptococcus equi,pos,NC_009819,YP_001469221.1,DT-SPP1,DT-SPP1,8.00E-24,92.7,18,280,0,0,0
Mycobacterium phage Tweety,Mycobacterium smegmatis,myc,NC_009820,YP_001469248.1,DT-Che8,DT-Che8,1.90E-25,97.9,37,171,0,0,0
Mycobacterium phage U2,0,myc,NC_009877,YP_001491595.1,DT-Che8,DT-Che8,9.10E-34,124.8,20,152,0,0,0
Mycobacterium phage Bethlehem,0,myc,NC_009878,YP_001491676.1,DT-Che8,DT-Che8,9.20E-34,124.8,20,152,0,0,0
Staphylococcus phage 96,Staphylococcus aureus,pos,NC_007057,YP_001551741.1,DT-SPP1,DT-SPP1,8.90E-38,138.4,26,313,0,0,0
Mycobacterium phage Giles,Mycobacterium smegmatis,myc,NC_009993,YP_001552350.1,DT-Che8,DT-Che8,1.50E-28,108,36,171,0,0,0
Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001575328.1,DT-SPP1,DT-SPP1,2.00E-31,117.6,21,274,0,0,0
Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001575836.1,DT-SPP1,DT-SPP1,6.90E-37,135.5,15,494,0,0,0
Staphylococcus phage phiMR11,Staphylococcus aureus,pos,NC_010147,YP_001604145.1,DT-SPP1,DT-SPP1,2.60E-33,123.7,26,311,0,1,1
Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646216.1,DT-SPP1,DT-SPP1,0,225.1,14,490,1,0,1
Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646216.1,DT-V583,DT-V583,1.10E-32,120.8,4,127,0,1,1
Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646379.1,DT-SPP1,DT-SPP1,0,234,14,485,1,0,1
Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646379.1,DT-V583,DT-V583,6.30E-26,99,4,127,0,1,1
Thermoanaerobacter sp. X514,0,0,NC_010320,YP_001662893.1,DT-SPP1,DT-SPP1,2.80E-23,90.9,17,257,1,0,1
Thermoanaerobacter sp. X514,0,0,NC_010320,YP_001662893.1,DT-V583,DT-V583,0,52.3,3,130,0,0,0
Thermoanaerobacter sp. X514,0,0,NC_010320,YP_001662895.1,DT-RSL1,DT-RSL1,0.000000016,42.5,1,63,0,0,0
Thermoanaerobacter sp. X514,0,0,NC_010320,YP_001662896.1,DT-RSL1,DT-RSL1,0,328.4,3,196,0,0,0
Francisella philomiragia subsp. philomiragia ATCC 25017,0,0,NC_010336,YP_001676987.1,DT_Fam5,DT_Fam5,3.9,15,168,290,0,0,0
Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681390.1,DT-RSL1,DT-RSL1,0,380.2,2,195,0,1,1
Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681392.1,DT-SPP1,DT-SPP1,3.60E-22,87.3,19,257,1,0,1
Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681392.1,DT-V583,DT-V583,0.0000000011,46.6,3,130,0,1,1
Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681490.1,DT-SPP1,DT-SPP1,3.10E-23,90.7,17,257,1,0,1
Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681490.1,DT-V583,DT-V583,0.000000061,40.9,3,130,0,0,0
Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681492.1,DT-RSL1,DT-RSL1,0.00000000032,48.1,1,63,0,0,0
Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681493.1,DT-RSL1,DT-RSL1,0,347.1,4,192,0,1,1
Streptococcus phage 858,Streptococcus thermophilus,pos,NC_010353,YP_001686814.1,DT-SPP1,DT-SPP1,0,205.8,14,511,1,1,1
Streptococcus phage 858,Streptococcus thermophilus,pos,NC_010353,YP_001686814.1,DT-V583,DT-V583,0,51.6,4,70,1,0,1
Streptococcus phage 858,Streptococcus thermophilus,pos,NC_010353,YP_001686814.1,DT-V583,DT-V583,0,51.6,73,143,0,1,1
Streptococcus pneumoniae Hungary19A-6,0,0,NC_010380,YP_001693485.1,DT-SPP1,DT-SPP1,0.0043,24.8,21,225,1,0,1
Streptococcus pneumoniae Hungary19A-6,0,0,NC_010380,YP_001693485.1,DT_Fam3,DT_Fam3,0,423.7,1,240,0,1,1
Streptococcus pneumoniae Hungary19A-6,0,0,NC_010380,YP_001693538.1,DT-SPP1,DT-SPP1,0,211.4,4,493,1,0,1
Streptococcus pneumoniae Hungary19A-6,0,0,NC_010380,YP_001693538.1,DT-V583,DT-V583,2.50E-30,113.2,1,117,0,0,0
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001698170.1,DT-V583,DT-V583,7.5,14.8,13,93,0,0,0
Candidatus Desulforudis audaxviator MP104C,0,0,NC_010424,YP_001716456.1,DT-SPP1,DT-SPP1,0.99,17,26,144,0,1,1
Leuconostoc citreum KM20,0,0,NC_010471,YP_001728316.1,DT-SPP1,DT-SPP1,3.50E-22,87.3,89,785,1,0,1
Leuconostoc citreum KM20,0,0,NC_010471,YP_001728316.1,DT-V583,DT-V583,0.000071,31,88,205,0,0,0
Methylobacterium radiotolerans JCM 2831,0,0,NC_010505,YP_001756573.1,DT_Fam3,DT_Fam3,8.8,13.9,11,58,0,1,1
Clostridium botulinum B1 str. Okra,0,0,NC_010516,YP_001781726.1,DT-SPP1,DT-SPP1,0.000000023,42.1,1,36,1,0,1
Clostridium botulinum B1 str. Okra,0,0,NC_010516,YP_001781726.1,DT-SPP1,DT-SPP1,0.000000023,42.1,19,285,0,1,1
Clostridium botulinum B1 str. Okra,0,0,NC_010516,YP_001782111.1,DT-SPP1,DT-SPP1,7.10E-22,86.3,21,286,1,0,1
Clostridium botulinum B1 str. Okra,0,0,NC_010516,YP_001782111.1,DT-V583,DT-V583,0.22,19.7,24,134,0,1,1
Clostridium botulinum A3 str. Loch Maree,0,0,NC_010520,YP_001786842.1,DT-SPP1,DT-SPP1,0,65.5,24,287,1,0,1
Clostridium botulinum A3 str. Loch Maree,0,0,NC_010520,YP_001786842.1,DT-V583,DT-V583,2.3,16.4,22,132,0,1,1
Clostridium botulinum A3 str. Loch Maree,0,0,NC_010520,YP_001787259.1,DT-SPP1,DT-SPP1,0,51.4,24,224,1,0,1
Clostridium botulinum A3 str. Loch Maree,0,0,NC_010520,YP_001787259.1,DT-V583,DT-V583,0.0000025,35.7,10,121,0,1,1
Leptothrix cholodnii SP-6,0,0,NC_010524,YP_001789543.1,DT-Che8,DT-Che8,5.3,15.5,41,94,1,0,1
Leptothrix cholodnii SP-6,0,0,NC_010524,YP_001789543.1,DT-Che8,DT-Che8,5.3,15.5,79,125,0,1,1
Corynebacterium urealyticum DSM 7109,0,0,NC_010545,YP_001800821.1,DT-Che8,DT-Che8,6.5,15.2,20,147,1,0,1
Corynebacterium urealyticum DSM 7109,0,0,NC_010545,YP_001800821.1,DT-Che8,DT-Che8,6.5,15.2,148,179,0,0,0
Streptomyces griseus subsp. griseus NBRC 13350,0,0,NC_010572,YP_001824372.1,DT-SPP1,DT-SPP1,0.17,19.5,147,318,0,1,1
Lactococcus phage 1706,Lactococcus lactis,pos,NC_010576,YP_001828667.1,DT-SPP1,DT-SPP1,2.30E-38,140.3,23,547,1,0,1
Lactococcus phage 1706,Lactococcus lactis,pos,NC_010576,YP_001828667.1,DT-V583,DT-V583,0,62.6,13,138,0,1,1
Lactobacillus reuteri JCM 1112,0,0,NC_010609,YP_001841794.1,DT-SPP1,DT-SPP1,8.20E-22,86.1,52,294,1,0,1
Lactobacillus reuteri JCM 1112,0,0,NC_010609,YP_001841794.1,DT-V583,DT-V583,0.046,21.9,55,156,0,0,0
Lactobacillus reuteri JCM 1112,0,0,NC_010609,YP_001842049.1,DT-SPP1,DT-SPP1,1.70E-30,114.5,25,280,0,0,0
Lactobacillus fermentum IFO 3956,0,0,NC_010610,YP_001843295.1,DT-SPP1,DT-SPP1,4.70E-29,109.8,25,278,0,0,0
Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001885156.1,DT-SPP1,DT-SPP1,0.00000000016,49.1,16,236,0,1,1
Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886437.1,DT-SPP1,DT-SPP1,0.0000000012,46.3,56,224,1,1,1
Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886437.1,DT-V583,DT-V583,0.012,23.8,2,117,1,0,1
Clostridium botulinum B str. Eklund 17B,0,0,NC_010674,YP_001886437.1,DT_Fam3,DT_Fam3,0.00053,27.8,3,224,0,1,1
Xanthomonas campestris pv. campestris str. B100,0,0,NC_010688,YP_001901434.1,DT-Che8,DT-Che8,1.2,17.6,24,84,1,0,1
Xanthomonas campestris pv. campestris str. B100,0,0,NC_010688,YP_001901434.1,DT-Che8,DT-Che8,1.2,17.6,78,142,0,0,0
Natranaerobius thermophilus JW/NM-WN-LF,0,0,NC_010718,YP_001917777.1,DT-V583,DT-V583,6.5,15,84,180,0,1,1
Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921488.1,DT-SPP1,DT-SPP1,0.00000000074,46.9,56,223,1,1,1
Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921488.1,DT-V583,DT-V583,0.0031,25.7,2,117,1,0,1
Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921488.1,DT_Fam3,DT_Fam3,0.000095,30.2,4,223,0,0,0
Clostridium botulinum E3 str. Alaska E43,0,0,NC_010723,YP_001921794.1,DT_Fam3,DT_Fam3,9.1,13.9,4,94,0,0,0
Mycobacterium phage BPs,Mycobacterium smegmatis,myc,NC_010762,YP_001936045.1,DT-Che8,DT-Che8,1.20E-33,124.5,72,215,0,0,0
Staphylococcus phage phiMR25,Staphylococcus aureus,pos,NC_010808,YP_001949855.1,DT-SPP1,DT-SPP1,4.30E-42,152.5,19,315,0,0,0
Ralstonia phage RSL1,0,neg,NC_010811,YP_001949942.1,DT-RSL1,DT-RSL1,8.4,14,2,84,0,0,0
Bifidobacterium longum DJO10A,0,0,NC_010816,YP_001955089.1,DT_Fam4,DT_Fam4,0,501.4,1,260,0,0,0
Stenotrophomonas maltophilia K279a,0,0,NC_010943,YP_001970293.1,DT-Che8,DT-Che8,7.2,15.1,4,96,0,0,0
Stenotrophomonas maltophilia K279a,0,0,NC_010943,YP_001973818.1,DT_Fam4,DT_Fam4,4.2,14.7,2,65,0,1,1
Streptococcus phage PH15,Streptococcus gordonii,pos,NC_010945,YP_001974374.1,DT-SPP1,DT-SPP1,2.00E-16,68.5,18,233,1,1,1
Streptococcus phage PH15,Streptococcus gordonii,pos,NC_010945,YP_001974374.1,DT-V583,DT-V583,0.000000024,42.2,4,127,1,0,1
Streptococcus phage PH15,Streptococcus gordonii,pos,NC_010945,YP_001974374.1,DT_Fam3,DT_Fam3,0.00073,27.3,4,191,0,0,0
Lactobacillus casei BL23,0,0,NC_010999,YP_001986939.1,DT-SPP1,DT-SPP1,0.000058,30.9,19,231,0,0,0
Lactobacillus casei BL23,0,0,NC_010999,YP_001987064.1,DT-SPP1,DT-SPP1,0.000027,32,20,231,0,1,1
Lactobacillus casei BL23,0,0,NC_010999,YP_001987282.1,DT-SPP1,DT-SPP1,0,284.9,37,654,1,0,1
Lactobacillus casei BL23,0,0,NC_010999,YP_001987282.1,DT-V583,DT-V583,0,57,23,148,0,0,0
Mycobacterium phage KBG,0,myc,NC_011019,YP_001994484.1,DT-Che8,DT-Che8,8.40E-34,124.9,20,152,0,0,0
Mycobacterium phage Jasper,0,myc,NC_011020,YP_001994573.1,DT-Che8,DT-Che8,9.40E-34,124.8,20,152,0,0,0
Mycobacterium phage Lockley,0,myc,NC_011021,YP_001994666.1,DT-Che8,DT-Che8,9.20E-34,124.8,20,152,0,0,0
Mycobacterium phage DD5,0,myc,NC_011022,YP_001994757.1,DT-Che8,DT-Che8,9.20E-34,124.8,20,152,0,0,0
Mycobacterium phage Pukovnik,0,myc,NC_011023,YP_001994846.1,DT-Che8,DT-Che8,2.50E-26,100.7,12,150,0,0,0
Mycobacterium phage Boomer,0,myc,NC_011054,YP_002014232.1,DT-Che8,DT-Che8,1.70E-25,98.1,37,171,0,0,0
Mycobacterium phage Porky,0,myc,NC_011055,YP_002014344.1,DT-Che8,DT-Che8,3.50E-30,113.2,23,156,0,0,0
Mycobacterium phage Kostya,0,myc,NC_011056,YP_002014491.1,DT-Che8,DT-Che8,3.50E-30,113.2,23,156,0,0,0
Stenotrophomonas maltophilia R551-3,0,0,NC_011071,YP_002026652.1,DT-Che8,DT-Che8,8.8,14.8,3,108,0,1,1
Lactobacillus phage Lrm1,Lactobacillus rhamnosus,pos,NC_011104,YP_002117682.1,DT-SPP1,DT-SPP1,0,227.3,19,638,1,0,1
Lactobacillus phage Lrm1,Lactobacillus rhamnosus,pos,NC_011104,YP_002117682.1,DT-V583,DT-V583,8.40E-30,111.5,4,124,0,0,0
Streptococcus equi subsp. zooepidemicus MGCS10565,0,0,NC_011134,YP_002123000.1,DT-RSL1,DT-RSL1,5.7,14.6,64,139,0,1,1
