Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
Salinispora arenicola CNS-205,0,0,NC_009953,YP_001535891.1,LK-mEp235,LK-mEp235,6.10E-22,85.6,5,122,0,0,0
Salinispora arenicola CNS-205,0,0,NC_009953,YP_001538739.1,LK-HK97,LK-HK97,7.70E-16,66.2,224,316,0,0,0
Salinispora arenicola CNS-205,0,0,NC_009953,YP_001539269.1,LK-HK97,LK-HK97,1.00E-18,75.5,289,398,0,0,0
Salinispora arenicola CNS-205,0,0,NC_009953,YP_001539379.1,LK-HK97,LK-HK97,0,64.8,43,158,0,0,0
Herpetosiphon aurantiacus DSM 785,0,0,NC_009972,YP_001543315.1,LK-mEp235,LK-mEp235,0.0005,28,75,181,0,0,0
Herpetosiphon aurantiacus DSM 785,0,0,NC_009972,YP_001546356.1,LK-HK97,LK-HK97,1.10E-19,78.5,221,331,0,0,0
Herpetosiphon aurantiacus DSM 785,0,0,NC_009972,YP_001546412.1,LK-HK97,LK-HK97,5.90E-25,95.5,278,388,0,0,0
Herpetosiphon aurantiacus DSM 785,0,0,NC_009972,YP_001546746.1,LK-HK97,LK-HK97,0.43,18.8,284,405,0,0,0
Herpetosiphon aurantiacus DSM 785,0,0,NC_009972,YP_001547144.1,LK-HK97,LK-HK97,3.40E-22,86.6,443,553,0,0,0
Prochlorococcus marinus str. MIT 9211,0,0,NC_009976,YP_001551527.1,LK-HK97,LK-HK97,4.30E-20,79.9,120,234,0,0,0
Prochlorococcus marinus str. MIT 9211,0,0,NC_009976,YP_001551573.1,LK-mEp235,LK-mEp235,3.30E-18,73.6,10,152,0,0,0
Shewanella baltica OS195,0,0,NC_009997,YP_001552505.1,LK-HK97,LK-HK97,1.30E-29,110.5,59,163,0,0,0
Shewanella baltica OS195,0,0,NC_009997,YP_001552829.1,LK-mEp235,LK-mEp235,0.019,22.9,106,223,0,0,0
Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001557850.1,LK-HK97,LK-HK97,4.60E-20,79.8,311,417,0,0,0
Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001557925.1,LK-HK97,LK-HK97,0.0064,24.7,53,162,0,0,0
Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001558554.1,LK-HK97,LK-HK97,0.00000072,37.4,124,268,0,0,0
Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001558994.1,LK-HK97,LK-HK97,0.00000000014,49.3,530,632,0,0,0
Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001559110.1,LK-HK97,LK-HK97,1.00E-16,69.1,199,308,0,0,0
Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001559476.1,LK-mEp235,LK-mEp235,2.7,16,113,227,0,0,0
Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001559484.1,LK-HK97,LK-HK97,2.50E-19,77.4,254,361,0,0,0
Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001559948.1,LK-HK97,LK-HK97,0.000011,33.6,33,155,0,0,0
Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001560040.1,LK-HK97,LK-HK97,0.25,19.6,62,167,0,0,0
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001562539.1,LK-HK97,LK-HK97,5.00E-21,82.9,74,181,0,0,0
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001562674.1,LK-HK97,LK-HK97,0.00000019,39.3,13,133,0,0,0
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001563763.1,LK-mEp235,LK-mEp235,0,50.5,624,750,0,0,0
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001564984.1,LK-HK97,LK-HK97,5.80E-27,102,78,185,0,0,0
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001565097.1,LK-HK97,LK-HK97,0.00000019,39.3,13,133,0,0,0
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001565197.1,LK-mEp235,LK-mEp235,0.23,19.4,46,159,0,0,0
Petrotoga mobilis SJ95,0,0,NC_010003,YP_001567535.1,LK-HK97,LK-HK97,0,59.3,316,424,0,0,0
Petrotoga mobilis SJ95,0,0,NC_010003,YP_001568491.1,LK-mEp235,LK-mEp235,3.2,15.8,96,216,0,0,0
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str.",0,0,NC_010067,YP_001569102.1,LK-mEp235,LK-mEp235,7.2,14.6,225,339,0,0,0
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str.",0,0,NC_010067,YP_001569592.1,LK-HK97,LK-HK97,0.064,21.5,11,106,0,0,0
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str.",0,0,NC_010067,YP_001569738.1,LK-HK97,LK-HK97,2.60E-31,115.9,81,185,0,0,0
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str.",0,0,NC_010067,YP_001570049.1,LK-HK97,LK-HK97,0.005,25,336,431,0,0,0
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str.",0,0,NC_010067,YP_001570588.1,LK-HK97,LK-HK97,2.50E-30,112.8,49,159,0,0,0
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str.",0,0,NC_010067,YP_001570660.1,LK-HK97,LK-HK97,6.60E-27,101.8,47,153,0,0,0
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str.",0,0,NC_010067,YP_001572848.1,LK-mEp235,LK-mEp235,2,16.4,102,218,0,0,0
Staphylococcus aureus subsp. aureus USA300_TCH1516,0,0,NC_010079,YP_001575538.1,LK-mEp235,LK-mEp235,7.3,14.6,109,215,0,0,0
Lactobacillus helveticus DPC 4571,0,0,NC_010080,YP_001577738.1,LK-HK97,LK-HK97,0.000000043,41.3,154,265,0,0,0
Lactobacillus helveticus DPC 4571,0,0,NC_010080,YP_001577977.1,LK-HK97,LK-HK97,1.40E-20,81.4,81,181,0,0,0
Lactobacillus helveticus DPC 4571,0,0,NC_010080,YP_001578131.1,LK-HK97,LK-HK97,2.80E-23,90.1,56,159,0,0,0
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001586854.1,LK-HK97,LK-HK97,0.048,21.9,11,106,0,0,0
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001587046.1,LK-HK97,LK-HK97,1.50E-31,116.7,38,142,0,0,0
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001587462.1,LK-HK97,LK-HK97,0.0019,26.4,334,423,0,0,0
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001588115.1,LK-HK97,LK-HK97,2.00E-30,113.1,155,265,0,0,0
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001588214.1,LK-HK97,LK-HK97,4.30E-27,102.4,47,153,0,0,0
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001589528.1,LK-mEp235,LK-mEp235,0.022,22.7,41,155,0,0,0
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001589849.1,LK-mEp235,LK-mEp235,1.3,17,225,339,0,0,0
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,0,0,NC_010102,YP_001590774.1,LK-mEp235,LK-mEp235,3.4,15.7,160,276,0,0,0
Neisseria meningitidis 053442,0,0,NC_010120,YP_001598367.1,LK-HK97,LK-HK97,2.50E-28,106.4,117,225,0,0,0
Neisseria meningitidis 053442,0,0,NC_010120,YP_001599288.1,LK-mEp235,LK-mEp235,0.03,22.3,86,219,0,0,0
Neisseria meningitidis 053442,0,0,NC_010120,YP_001599471.1,LK-HK97,LK-HK97,2.20E-27,103.3,99,207,0,0,0
Gluconacetobacter diazotrophicus PAl 5,0,0,NC_010125,YP_001600415.1,LK-mEp235,LK-mEp235,0.000000017,42.4,7,142,0,0,0
Gluconacetobacter diazotrophicus PAl 5,0,0,NC_010125,YP_001602230.1,LK-mEp235,LK-mEp235,0.14,20.1,54,217,0,0,0
Yersinia pestis Angola,0,0,NC_010159,YP_001604695.1,LK-mEp235,LK-mEp235,0.89,17.5,106,217,0,0,0
Yersinia pestis Angola,0,0,NC_010159,YP_001606011.1,LK-HK97,LK-HK97,2.80E-29,109.4,60,164,0,1,1
Yersinia pestis Angola,0,0,NC_010159,YP_001606808.1,LK-HK97,LK-HK97,3.40E-17,70.6,116,230,1,0,1
Yersinia pestis Angola,0,0,NC_010159,YP_001606808.1,LK-mEp235,LK-mEp235,2.80E-18,73.8,2,109,0,0,0
Yersinia pestis Angola,0,0,NC_010159,YP_001606981.1,LK-HK97,LK-HK97,1.30E-29,110.5,165,275,0,0,0
Yersinia pestis Angola,0,0,NC_010159,YP_001607012.1,LK-HK97,LK-HK97,3.40E-25,96.3,36,142,0,0,0
Yersinia pestis Angola,0,0,NC_010159,YP_001608179.1,LK-HK97,LK-HK97,0.28,19.4,30,124,0,0,0
Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001608698.1,LK-HK97,LK-HK97,0,56.4,176,276,0,0,0
Bartonella tribocorum CIP 105476,0,0,NC_010161,YP_001609520.1,LK-mEp235,LK-mEp235,0.93,17.5,156,267,0,0,0
Sorangium cellulosum So ce56,0,0,NC_010162,YP_001616395.1,LK-mEp235,LK-mEp235,0.0000011,36.5,16,164,0,0,0
Sorangium cellulosum So ce56,0,0,NC_010162,YP_001617136.1,LK-mEp235,LK-mEp235,2.3,16.3,107,239,0,0,0
Sorangium cellulosum So ce56,0,0,NC_010162,YP_001618884.1,LK-HK97,LK-HK97,2.6,16.3,262,382,0,0,0
Acholeplasma laidlawii PG-8A,0,0,NC_010163,YP_001620358.1,LK-mEp235,LK-mEp235,8.6,14.4,100,213,0,0,0
Renibacterium salmoninarum ATCC 33209,0,0,NC_010168,YP_001623664.1,LK-HK97,LK-HK97,8.10E-16,66.1,147,243,0,0,0
Renibacterium salmoninarum ATCC 33209,0,0,NC_010168,YP_001623665.1,LK-HK97,LK-HK97,0.00000016,39.5,145,247,0,0,0
Renibacterium salmoninarum ATCC 33209,0,0,NC_010168,YP_001624018.1,LK-HK97,LK-HK97,0,56.9,1,89,0,0,0
Renibacterium salmoninarum ATCC 33209,0,0,NC_010168,YP_001626235.1,LK-HK97,LK-HK97,4.70E-16,66.9,363,457,0,0,0
Renibacterium salmoninarum ATCC 33209,0,0,NC_010168,YP_001626624.1,LK-HK97,LK-HK97,0.00014,30,153,261,0,0,0
Bordetella petrii DSM 12804,0,0,NC_010170,YP_001629686.1,LK-mEp235,LK-mEp235,0.37,18.8,46,159,0,0,0
Bordetella petrii DSM 12804,0,0,NC_010170,YP_001630386.1,LK-HK97,LK-HK97,9.80E-27,101.2,91,198,0,0,0
Bordetella petrii DSM 12804,0,0,NC_010170,YP_001630863.1,LK-HK97,LK-HK97,2.30E-30,112.9,73,181,0,0,0
Bordetella petrii DSM 12804,0,0,NC_010170,YP_001631759.1,LK-mEp235,LK-mEp235,0.024,22.6,111,221,0,0,0
Bordetella petrii DSM 12804,0,0,NC_010170,YP_001632384.1,LK-mEp235,LK-mEp235,0.12,20.3,60,173,0,0,0
Bordetella petrii DSM 12804,0,0,NC_010170,YP_001632879.1,LK-mEp235,LK-mEp235,0.23,19.4,46,159,0,0,0
Bordetella petrii DSM 12804,0,0,NC_010170,YP_001633174.1,LK-mEp235,LK-mEp235,0.035,22.1,57,170,0,0,0
Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001635193.1,LK-HK97,LK-HK97,1.10E-24,94.7,422,533,0,0,0
Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001637063.1,LK-mEp235,LK-mEp235,3.90E-20,79.8,6,141,0,0,0
Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001637176.1,LK-mEp235,LK-mEp235,0.017,23.1,106,224,0,0,0
Methylobacterium extorquens PA1,0,0,NC_010172,YP_001638334.1,LK-HK97,LK-HK97,0,61.6,173,271,0,0,0
Methylobacterium extorquens PA1,0,0,NC_010172,YP_001638891.1,LK-HK97,LK-HK97,0.033,22.4,21,149,0,0,0
Methylobacterium extorquens PA1,0,0,NC_010172,YP_001639673.1,LK-mEp235,LK-mEp235,0.024,22.6,131,243,0,0,0
Methylobacterium extorquens PA1,0,0,NC_010172,YP_001640989.1,LK-HK97,LK-HK97,0.0000015,36.4,27,142,0,0,0
Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001644682.1,LK-HK97,LK-HK97,1.20E-21,84.9,323,428,0,0,0
Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001645481.1,LK-HK97,LK-HK97,6.40E-24,92.2,223,330,0,0,0
Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001647086.1,LK-mEp235,LK-mEp235,0.11,20.5,90,221,0,0,0
Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001647762.1,LK-HK97,LK-HK97,6.30E-20,79.3,347,447,0,0,0
Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001647801.1,LK-HK97,LK-HK97,6.60E-23,88.9,473,576,0,0,0
Actinobacillus pleuropneumoniae serovar 3 str. JL03,0,0,NC_010278,YP_001651411.1,LK-HK97,LK-HK97,3.80E-26,99.4,95,196,0,0,0
Actinobacillus pleuropneumoniae serovar 3 str. JL03,0,0,NC_010278,YP_001651619.1,LK-HK97,LK-HK97,1.70E-29,110.1,67,173,0,0,0
Actinobacillus pleuropneumoniae serovar 3 str. JL03,0,0,NC_010278,YP_001653006.1,LK-mEp235,LK-mEp235,6.1,14.9,95,217,0,0,0
Chlamydia trachomatis L2b/UCH-1/proctitis,0,0,NC_010280,YP_001653478.1,LK-HK97,LK-HK97,0,54.1,151,263,0,0,0
Chlamydia trachomatis 434/Bu,0,0,NC_010287,YP_001654466.1,LK-HK97,LK-HK97,0,54.1,151,263,0,0,0
Microcystis aeruginosa NIES-843,0,0,NC_010296,YP_001656623.1,LK-HK97,LK-HK97,3.2,16,27,146,0,0,0
Microcystis aeruginosa NIES-843,0,0,NC_010296,YP_001657350.1,LK-HK97,LK-HK97,4.40E-26,99.1,109,222,0,0,0
Microcystis aeruginosa NIES-843,0,0,NC_010296,YP_001657679.1,LK-mEp235,LK-mEp235,1.10E-23,91.2,5,125,0,0,0
Microcystis aeruginosa NIES-843,0,0,NC_010296,YP_001659449.1,LK-mEp235,LK-mEp235,0.099,20.6,116,236,0,0,0
Thermoanaerobacter sp. X514,0,0,NC_010320,YP_001662270.1,LK-HK97,LK-HK97,0,51.2,291,393,0,0,0
Thermoanaerobacter sp. X514,0,0,NC_010320,YP_001662714.1,LK-HK97,LK-HK97,6.3,15.1,47,143,0,0,0
Thermoanaerobacter sp. X514,0,0,NC_010320,YP_001663743.1,LK-mEp235,LK-mEp235,0.078,21,114,230,0,0,0
Thermoanaerobacter sp. X514,0,0,NC_010320,YP_001663759.1,LK-HK97,LK-HK97,1.90E-29,110,315,421,0,0,0
Thermoanaerobacter pseudethanolicus ATCC 33223,0,0,NC_010321,YP_001664213.1,LK-HK97,LK-HK97,0.00000000016,49.2,291,396,0,0,0
Thermoanaerobacter pseudethanolicus ATCC 33223,0,0,NC_010321,YP_001664596.1,LK-HK97,LK-HK97,6.2,15.1,47,143,0,0,0
Thermoanaerobacter pseudethanolicus ATCC 33223,0,0,NC_010321,YP_001665439.1,LK-mEp235,LK-mEp235,0.078,21,114,230,0,0,0
Thermoanaerobacter pseudethanolicus ATCC 33223,0,0,NC_010321,YP_001665455.1,LK-HK97,LK-HK97,2.00E-29,109.9,315,421,0,0,0
Pseudomonas putida GB-1,0,0,NC_010322,YP_001667510.1,LK-HK97,LK-HK97,1.10E-25,97.9,92,202,0,0,0
Pseudomonas putida GB-1,0,0,NC_010322,YP_001667511.1,LK-HK97,LK-HK97,7.20E-28,104.9,57,166,0,0,0
Pseudomonas putida GB-1,0,0,NC_010322,YP_001670967.1,LK-mEp235,LK-mEp235,0.0038,25.2,45,157,0,0,0
Pseudomonas putida GB-1,0,0,NC_010322,YP_001671362.1,LK-HK97,LK-HK97,2.30E-30,112.9,86,194,0,0,0
Pseudomonas putida GB-1,0,0,NC_010322,YP_001671552.1,LK-mEp235,LK-mEp235,3.1,15.8,106,222,0,0,0
Shewanella halifaxensis HAW-EB4,0,0,NC_010334,YP_001672287.1,LK-HK97,LK-HK97,1.20E-30,113.8,51,155,0,0,0
Shewanella halifaxensis HAW-EB4,0,0,NC_010334,YP_001672663.1,LK-mEp235,LK-mEp235,0.039,21.9,106,222,0,0,0
Shewanella halifaxensis HAW-EB4,0,0,NC_010334,YP_001674017.1,LK-mEp235,LK-mEp235,0.0000000044,44.3,24,147,0,0,0
Shewanella halifaxensis HAW-EB4,0,0,NC_010334,YP_001676249.1,LK-HK97,LK-HK97,0.0031,25.7,1,59,0,0,0
Francisella philomiragia subsp. philomiragia ATCC 25017,0,0,NC_010336,YP_001678065.1,LK-HK97,LK-HK97,2.1,16.6,1,73,0,0,0
Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001680342.1,LK-HK97,LK-HK97,0.007,24.6,89,205,0,0,0
Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001680682.1,LK-HK97,LK-HK97,2.40E-20,80.7,166,271,0,0,0
Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681121.1,LK-mEp235,LK-mEp235,0.032,22.2,3,82,0,0,0
Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681272.1,LK-mEp235,LK-mEp235,0.1,20.6,28,218,0,0,0
Heliobacterium modesticaldum Ice1,0,0,NC_010337,YP_001681292.1,LK-mEp235,LK-mEp235,0.00063,27.7,24,167,0,0,0
Caulobacter sp. K31,0,0,NC_010338,YP_001683625.1,LK-mEp235,LK-mEp235,0.00000022,38.8,8,141,0,1,1
Caulobacter sp. K31,0,0,NC_010338,YP_001685122.1,LK-HK97,LK-HK97,0.00000035,38.4,123,247,1,0,1
Caulobacter sp. K31,0,0,NC_010338,YP_001685122.1,LK-mEp235,LK-mEp235,0.78,17.7,3,112,0,0,0
Caulobacter sp. K31,0,0,NC_010338,YP_001685468.1,LK-mEp235,LK-mEp235,1.7,16.6,1,50,0,0,0
Caulobacter sp. K31,0,0,NC_010338,YP_001685525.1,LK-HK97,LK-HK97,0.00084,27.5,66,188,0,0,0
Caulobacter sp. K31,0,0,NC_010338,YP_001686202.1,LK-HK97,LK-HK97,0,63.9,170,263,0,0,0
Streptococcus phage 858,Streptococcus thermophilus,pos,NC_010353,YP_001686822.1,LK-HK97,LK-HK97,0.15,20.3,16,140,0,0,0
Lactococcus phage asccphi28,Lactococcus lactis,pos,NC_010363,YP_001687525.1,LK-HK97,LK-HK97,5.6,15.2,58,128,0,0,0
Finegoldia magna ATCC 29328,0,0,NC_010376,YP_001691665.1,LK-mEp235,LK-mEp235,3.3,15.7,116,220,0,0,0
Finegoldia magna ATCC 29328,0,0,NC_010376,YP_001691690.1,LK-HK97,LK-HK97,1.00E-26,101.1,442,548,0,0,0
Finegoldia magna ATCC 29328,0,0,NC_010376,YP_001692018.1,LK-HK97,LK-HK97,6.50E-28,105,478,586,0,0,0
Finegoldia magna ATCC 29328,0,0,NC_010376,YP_001692267.1,LK-HK97,LK-HK97,2.60E-21,83.8,749,857,0,0,0
Streptococcus pneumoniae Hungary19A-6,0,0,NC_010380,YP_001694513.1,LK-mEp235,LK-mEp235,3.8,15.5,106,220,0,0,0
Streptococcus pneumoniae Hungary19A-6,0,0,NC_010380,YP_001694721.1,LK-HK97,LK-HK97,5.40E-29,108.5,224,330,0,0,0
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001696863.1,LK-HK97,LK-HK97,1.40E-30,113.6,41,146,0,0,0
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001696875.1,LK-HK97,LK-HK97,1.50E-25,97.5,189,293,0,0,0
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001697982.1,LK-HK97,LK-HK97,2.10E-17,71.3,162,261,0,1,1
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001698000.1,LK-HK97,LK-HK97,7.01E-45,159.6,61,174,1,1,1
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001698000.1,LK-HK97,LK-HK97,7.01E-45,159.6,205,308,1,0,1
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001698000.1,LK-HK97,LK-HK97,7.01E-45,159.6,339,445,0,0,0
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001698551.1,LK-HK97,LK-HK97,3.60E-25,96.2,41,147,0,0,0
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001699556.1,LK-mEp235,LK-mEp235,0.032,22.2,9,212,0,0,0
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001699986.1,LK-HK97,LK-HK97,2.60E-29,109.5,275,376,0,0,0
Clavibacter michiganensis subsp. sepedonicus,0,0,NC_010407,YP_001708883.1,LK-HK97,LK-HK97,0,52,359,460,0,0,0
Clavibacter michiganensis subsp. sepedonicus,0,0,NC_010407,YP_001711405.1,LK-HK97,LK-HK97,8.50E-19,75.7,216,311,0,0,0
Acinetobacter baumannii AYE,0,0,NC_010410,YP_001712494.1,LK-mEp235,LK-mEp235,0.59,18.1,125,241,0,0,0
Candidatus Desulforudis audaxviator MP104C,0,0,NC_010424,YP_001716658.1,LK-HK97,LK-HK97,9.90E-26,98,177,282,0,0,0
Candidatus Desulforudis audaxviator MP104C,0,0,NC_010424,YP_001717605.1,LK-mEp235,LK-mEp235,0.02,22.8,96,226,0,0,0
Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001719716.1,LK-HK97,LK-HK97,0.28,19.4,30,124,0,0,0
Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001720582.1,LK-HK97,LK-HK97,4.20E-25,96,47,153,0,0,0
Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001720608.1,LK-HK97,LK-HK97,1.40E-29,110.3,165,275,0,0,0
Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721514.1,LK-HK97,LK-HK97,3.90E-29,108.9,82,186,0,1,1
Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721822.1,LK-HK97,LK-HK97,1.30E-17,71.9,116,230,1,0,1
Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721822.1,LK-mEp235,LK-mEp235,4.80E-17,69.8,2,109,0,0,0
Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001721857.1,LK-mEp235,LK-mEp235,4,15.4,7,152,0,0,0
Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001722867.1,LK-mEp235,LK-mEp235,0.89,17.5,106,217,0,0,0
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001723086.1,LK-mEp235,LK-mEp235,1.4,17,95,211,0,0,0
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001723924.1,LK-mEp235,LK-mEp235,6.9,14.7,225,339,0,0,0
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001724412.1,LK-HK97,LK-HK97,0.17,20.1,27,185,0,0,0
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001724462.1,LK-HK97,LK-HK97,5.70E-32,118.1,79,183,0,0,0
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001724896.1,LK-HK97,LK-HK97,1.80E-28,106.8,47,153,0,0,0
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001724947.1,LK-HK97,LK-HK97,5.70E-31,114.8,153,263,0,1,1
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725074.1,LK-HK97,LK-HK97,0,51.5,111,224,1,0,1
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725074.1,LK-mEp235,LK-mEp235,5.10E-17,69.7,1,109,0,0,0
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001726339.1,LK-HK97,LK-HK97,1.40E-28,107.2,90,200,0,0,0
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001726385.1,LK-mEp235,LK-mEp235,0.0000094,33.5,40,154,0,1,1
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001726407.1,LK-HK97,LK-HK97,0.00015,29.9,23,130,1,0,1
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001726407.1,LK-HK97,LK-HK97,0.00015,29.9,196,272,0,0,0
Leuconostoc citreum KM20,0,0,NC_010471,YP_001727509.1,LK-HK97,LK-HK97,0.00029,29,16,115,0,0,0
Leuconostoc citreum KM20,0,0,NC_010471,YP_001727646.1,LK-mEp235,LK-mEp235,4,15.5,80,193,0,1,1
Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001729150.1,LK-HK97,LK-HK97,0.00015,29.9,23,130,1,0,1
Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001729150.1,LK-HK97,LK-HK97,0.00015,29.9,196,272,0,0,0
Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001729176.1,LK-HK97,LK-HK97,1.90E-28,106.7,131,241,0,0,0
Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001729192.1,LK-mEp235,LK-mEp235,0.18,19.7,39,155,0,0,0
Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001730638.1,LK-HK97,LK-HK97,5.70E-31,114.8,153,263,0,0,0
Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001730687.1,LK-HK97,LK-HK97,1.80E-28,106.8,47,153,0,0,0
Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001730951.1,LK-mEp235,LK-mEp235,0.035,22.1,17,145,0,0,0
Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001731117.1,LK-HK97,LK-HK97,5.70E-32,118.1,79,183,0,0,0
Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001731167.1,LK-HK97,LK-HK97,0.17,20.1,27,185,0,0,0
Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001731563.1,LK-mEp235,LK-mEp235,1.9,16.5,26,157,0,0,0
Escherichia coli str. K-12 substr. DH10B,0,0,NC_010473,YP_001732466.1,LK-mEp235,LK-mEp235,1.1,17.3,103,219,0,0,0
Synechococcus sp. PCC 7002,0,0,NC_010475,YP_001733489.1,LK-mEp235,LK-mEp235,0.67,18,106,237,0,0,0
Synechococcus sp. PCC 7002,0,0,NC_010475,YP_001734650.1,LK-mEp235,LK-mEp235,3.80E-22,86.3,5,138,0,0,0
Synechococcus sp. PCC 7002,0,0,NC_010475,YP_001735120.1,LK-HK97,LK-HK97,5.3,15.3,4,118,0,0,0
Synechococcus sp. PCC 7002,0,0,NC_010475,YP_001735420.1,LK-HK97,LK-HK97,1.90E-24,93.9,105,211,0,0,0
Thermotoga sp. RQ2,0,0,NC_010483,YP_001739247.1,LK-mEp235,LK-mEp235,0.25,19.3,79,212,0,0,0
Thermotoga sp. RQ2,0,0,NC_010483,YP_001739823.1,LK-HK97,LK-HK97,0.98,17.7,129,269,0,0,0
Salmonella phage Vi II-E1,Salmonella enterica,neg,NC_010495,YP_001742074.1,LK-HK97,LK-HK97,0.000013,33.3,22,134,0,1,1
Escherichia coli SMS-3-5,0,0,NC_010498,YP_001742322.1,LK-HK97,LK-HK97,0.000015,33.2,22,130,1,0,1
Escherichia coli SMS-3-5,0,0,NC_010498,YP_001742322.1,LK-HK97,LK-HK97,0.000015,33.2,197,272,0,0,0
Escherichia coli SMS-3-5,0,0,NC_010498,YP_001742346.1,LK-HK97,LK-HK97,2.30E-28,106.5,131,241,0,0,0
Escherichia coli SMS-3-5,0,0,NC_010498,YP_001742412.1,LK-mEp235,LK-mEp235,1.8,16.6,23,156,0,0,0
