Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
Listeria monocytogenes HCC23,0,0,NC_011660,YP_002351507.1,BH-Giles,BH-Giles,0.0044,24.9,22,321,0,0,0
Listeria monocytogenes HCC23,0,0,NC_011660,YP_002351940.1,BH-phiETA,BH-phiETA,0,306.5,26,339,0,0,0
Bacillus cereus B4264,0,0,NC_011725,YP_002367343.1,BH-SPP1,BH-SPP1,0,268.8,29,352,0,1,1
Bacillus cereus B4264,0,0,NC_011725,YP_002368262.1,BH-Lb338,BH-Lb338,0.0000021,34.4,405,539,1,1,1
Bacillus cereus B4264,0,0,NC_011725,YP_002368262.1,BH-Lb338,BH-Lb338,0.0000021,34.4,533,658,1,1,1
Bacillus cereus B4264,0,0,NC_011725,YP_002368262.1,BH-Lb338,BH-Lb338,0.0000021,34.4,648,757,1,1,1
Bacillus cereus B4264,0,0,NC_011725,YP_002368262.1,BH-Lb338,BH-Lb338,0.0000021,34.4,756,886,1,0,1
Bacillus cereus B4264,0,0,NC_011725,YP_002368262.1,BH-Lb338,BH-Lb338,0.0000021,34.4,901,1062,0,0,0
Escherichia fergusonii ATCC 35469,0,0,NC_011740,YP_002383892.1,BH-Lb338,BH-Lb338,2.8,14.1,41,117,0,0,0
Methylobacterium extorquens CM4,0,0,NC_011757,YP_002423858.1,BH-Lb338,BH-Lb338,0.55,16.5,8,72,0,0,0
Bacillus cereus G9842,0,0,NC_011772,YP_002446032.1,BH-SPP1,BH-SPP1,0,217.7,29,352,0,0,0
Bacillus cereus G9842,0,0,NC_011772,YP_002446315.1,BH-SPP1,BH-SPP1,0,287.3,29,353,0,0,0
Bacillus cereus G9842,0,0,NC_011772,YP_002447319.1,BH-SPP1,BH-SPP1,0,243.9,29,351,0,0,0
Bacillus cereus AH820,0,0,NC_011773,YP_002449572.1,BH-SPP1,BH-SPP1,0,166.4,25,348,0,1,1
Bacillus cereus AH820,0,0,NC_011773,YP_002453321.1,BH-phiETA,BH-phiETA,0,218.2,22,335,1,0,1
Bacillus cereus AH820,0,0,NC_011773,YP_002453321.1,BH-SPP1,BH-SPP1,0.0000000014,45.9,18,338,0,1,1
Lactobacillus phage Lv-1,Lactobacillus jensenii,pos,NC_011801,YP_002455801.1,BH-SPP1,BH-SPP1,0,53.6,30,241,1,0,1
Lactobacillus phage Lv-1,Lactobacillus jensenii,pos,NC_011801,YP_002455801.1,BH-SPP1,BH-SPP1,0,53.6,594,701,0,0,0
Desulfitobacterium hafniense DCB-2,0,0,NC_011830,YP_002460164.1,BH-SPP1,BH-SPP1,1.8,16,73,169,0,0,0
Clostridium kluyveri NBRC 12016,0,0,NC_011837,YP_002471329.1,BH-phiETA,BH-phiETA,5,14.5,4,106,0,1,1
Clostridium kluyveri NBRC 12016,0,0,NC_011837,YP_002472794.1,BH-phiETA,BH-phiETA,0.39,18.2,264,357,1,1,1
Clostridium kluyveri NBRC 12016,0,0,NC_011837,YP_002472794.1,BH-phiETA,BH-phiETA,0.39,18.2,508,592,1,0,1
Clostridium kluyveri NBRC 12016,0,0,NC_011837,YP_002472794.1,BH-Giles,BH-Giles,0,332.6,11,335,0,1,1
Haemophilus parasuis SH0165,swine,0,NC_011852,YP_002475188.1,BH-Lb338,BH-Lb338,0.0000012,35.2,1154,1362,1,0,1
Haemophilus parasuis SH0165,swine,0,NC_011852,YP_002475188.1,BH-Lb338,BH-Lb338,0.0000012,35.2,1506,1608,0,0,0
Anaeromyxobacter dehalogenans 2CP-1,0,0,NC_011891,YP_002491725.1,BH-Lb338,BH-Lb338,0.38,17,489,751,0,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002498475.1,BH-Lb338,BH-Lb338,6.6,12.9,16,132,1,0,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002498475.1,BH-Lb338,BH-Lb338,6.6,12.9,96,261,0,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499085.1,BH-Lb338,BH-Lb338,0.18,18.1,1338,1478,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499085.1,BH-Lb338,BH-Lb338,0.18,18.1,1663,1834,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499085.1,BH-Lb338,BH-Lb338,0.18,18.1,1905,1983,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499085.1,BH-Lb338,BH-Lb338,0.18,18.1,2005,2170,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499085.1,BH-Lb338,BH-Lb338,0.18,18.1,2306,2558,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499085.1,BH-Lb338,BH-Lb338,0.18,18.1,2592,2788,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499085.1,BH-Lb338,BH-Lb338,0.18,18.1,2863,2978,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499085.1,BH-Lb338,BH-Lb338,0.18,18.1,3058,3124,1,0,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002499085.1,BH-Lb338,BH-Lb338,0.18,18.1,3158,3226,0,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500882.1,BH-Lb338,BH-Lb338,0.052,19.9,1434,1572,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500882.1,BH-Lb338,BH-Lb338,0.052,19.9,1732,1848,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500882.1,BH-Lb338,BH-Lb338,0.052,19.9,1974,2235,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500882.1,BH-Lb338,BH-Lb338,0.052,19.9,2254,2399,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500882.1,BH-Lb338,BH-Lb338,0.052,19.9,2542,2941,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500882.1,BH-Lb338,BH-Lb338,0.052,19.9,2918,3031,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500882.1,BH-Lb338,BH-Lb338,0.052,19.9,3104,3194,1,0,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002500882.1,BH-Lb338,BH-Lb338,0.052,19.9,3219,3274,0,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501331.1,BH-Lb338,BH-Lb338,0.45,16.7,1,82,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501331.1,BH-Lb338,BH-Lb338,0.45,16.7,240,337,1,1,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501331.1,BH-Lb338,BH-Lb338,0.45,16.7,422,500,1,0,1
Methylobacterium nodulans ORS 2060,0,0,NC_011894,YP_002501331.1,BH-Lb338,BH-Lb338,0.45,16.7,546,626,0,0,0
Clostridium cellulolyticum H10,0,0,NC_011898,YP_002505183.1,BH-Giles,BH-Giles,0,349.9,9,332,0,1,1
Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507097.1,BH-phiETA,BH-phiETA,1.20E-25,98.8,412,728,1,1,1
Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507097.1,BH-SPP1,BH-SPP1,8.30E-31,115.6,408,707,1,1,1
Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507097.1,BH-Giles,BH-Giles,5.6,14.7,396,470,1,0,1
Clostridium cellulolyticum H10,0,0,NC_011898,YP_002507097.1,BH-Giles,BH-Giles,5.6,14.7,617,703,0,1,1
Streptococcus pneumoniae ATCC 700669,0,0,NC_011900,YP_002511433.1,Bl-MGAS315,Bl-MGAS315,0,1286.6,1,309,1,1,1
Streptococcus pneumoniae ATCC 700669,0,0,NC_011900,YP_002511433.1,Bl-MGAS315,Bl-MGAS315,0,1286.6,336,584,1,1,1
Streptococcus pneumoniae ATCC 700669,0,0,NC_011900,YP_002511433.1,Bl-MGAS315,Bl-MGAS315,0,1286.6,580,659,1,1,1
Streptococcus pneumoniae ATCC 700669,0,0,NC_011900,YP_002511433.1,Bl-MGAS315,Bl-MGAS315,0,1286.6,652,815,1,1,1
Streptococcus pneumoniae ATCC 700669,0,0,NC_011900,YP_002511433.1,Bl-MGAS315,Bl-MGAS315,0,1286.6,810,1036,1,1,1
Streptococcus pneumoniae ATCC 700669,0,0,NC_011900,YP_002511433.1,Bl-MGAS315,Bl-MGAS315,0,1286.6,1029,1193,1,1,1
Streptococcus pneumoniae ATCC 700669,0,0,NC_011900,YP_002511433.1,Bl-MGAS315,Bl-MGAS315,0,1286.6,1187,1365,1,0,1
Streptococcus pneumoniae ATCC 700669,0,0,NC_011900,YP_002511433.1,Bl-MGAS315,Bl-MGAS315,0,1286.6,1465,1675,0,0,0
Bacillus cereus Q1,0,0,NC_011969,YP_002529614.1,BH-Lb338,BH-Lb338,1.1,15.5,94,203,0,0,0
Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002559713.1,BH-SPP1,BH-SPP1,5.4,14.4,299,383,0,1,1
Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560337.1,BH-phiETA,BH-phiETA,0.00042,27.9,26,242,1,1,1
Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560337.1,BH-phiETA,BH-phiETA,0.00042,27.9,256,383,1,0,1
Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560337.1,BH-SPP1,BH-SPP1,0.0000000092,43.2,25,357,0,1,1
Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560380.1,BH-phiETA,BH-phiETA,0,62.4,168,401,1,1,1
Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560380.1,BH-phiETA,BH-phiETA,0,62.4,609,702,1,0,1
Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560380.1,BH-SPP1,BH-SPP1,0.00000000031,48,165,372,0,0,0
Macrococcus caseolyticus JCSC5402,0,0,NC_011999,YP_002560917.1,BH-SPP1,BH-SPP1,2.10E-43,157,34,333,0,0,0
Mycobacterium phage Phlyer,Mycobacterium smegmatis mc2 155,myc,NC_012027,YP_002564139.1,BH-Lb338,BH-Lb338,0.075,19.3,17,130,0,0,0
Staphylococcus carnosus subsp. carnosus TM300,0,0,NC_012121,YP_002633607.1,BH-phiETA,BH-phiETA,0,274.3,28,490,0,0,0
Brachyspira hyodysenteriae WA1,0,0,NC_012225,YP_002720552.1,BH-Giles,BH-Giles,1.9,16.2,293,446,0,1,1
Enterococcus phage EFAP-1,Enterococcus faecalis,neg,NC_012419,YP_002727878.1,BH-phiETA,BH-phiETA,0.11,20.1,28,116,1,1,1
Enterococcus phage EFAP-1,Enterococcus faecalis,neg,NC_012419,YP_002727878.1,BH-phiETA,BH-phiETA,0.11,20.1,98,391,1,1,1
Enterococcus phage EFAP-1,Enterococcus faecalis,neg,NC_012419,YP_002727878.1,BH-phiETA,BH-phiETA,0.11,20.1,433,508,1,1,1
Enterococcus phage EFAP-1,Enterococcus faecalis,neg,NC_012419,YP_002727878.1,BH-SPP1,BH-SPP1,0.00000000025,48.4,36,360,1,0,1
Enterococcus phage EFAP-1,Enterococcus faecalis,neg,NC_012419,YP_002727878.1,BH-SPP1,BH-SPP1,0.00000000025,48.4,442,520,0,0,0
Streptococcus pneumoniae P1031,0,0,NC_012467,YP_002737309.1,BH-SPP1,BH-SPP1,5.00E-28,106.5,25,327,0,1,1
Streptococcus pneumoniae P1031,0,0,NC_012467,YP_002737310.1,Bl-MGAS315,Bl-MGAS315,3.80E-29,109.8,68,118,1,0,1
Streptococcus pneumoniae P1031,0,0,NC_012467,YP_002737310.1,Bl-MGAS315,Bl-MGAS315,3.80E-29,109.8,431,723,0,0,0
Streptococcus pneumoniae 70585,0,0,NC_012468,YP_002739386.1,BH-SPP1,BH-SPP1,0,214.4,16,318,0,1,1
Streptococcus pneumoniae Taiwan19F-14,0,0,NC_012469,YP_002742888.1,Bl-MGAS315,Bl-MGAS315,0.41,17,510,640,1,1,1
Streptococcus pneumoniae Taiwan19F-14,0,0,NC_012469,YP_002742888.1,Bl-MGAS315,Bl-MGAS315,0.41,17,613,739,1,1,1
Streptococcus pneumoniae Taiwan19F-14,0,0,NC_012469,YP_002742888.1,Bl-MGAS315,Bl-MGAS315,0.41,17,802,1026,1,0,1
Streptococcus pneumoniae Taiwan19F-14,0,0,NC_012469,YP_002742888.1,Bl-MGAS315,Bl-MGAS315,0.41,17,1156,1234,0,1,1
Streptococcus equi subsp. zooepidemicus,0,0,NC_012470,YP_002743646.1,Bl-MGAS315,Bl-MGAS315,2,14.7,197,236,1,1,1
Streptococcus equi subsp. zooepidemicus,0,0,NC_012470,YP_002743646.1,Bl-MGAS315,Bl-MGAS315,2,14.7,228,270,1,1,1
Streptococcus equi subsp. zooepidemicus,0,0,NC_012470,YP_002743646.1,Bl-MGAS315,Bl-MGAS315,2,14.7,251,294,1,1,1
Streptococcus equi subsp. zooepidemicus,0,0,NC_012470,YP_002743646.1,Bl-MGAS315,Bl-MGAS315,2,14.7,266,304,1,1,1
Streptococcus equi subsp. zooepidemicus,0,0,NC_012470,YP_002743646.1,Bl-MGAS315,Bl-MGAS315,2,14.7,286,326,1,0,1
Streptococcus equi subsp. zooepidemicus,0,0,NC_012470,YP_002743646.1,Bl-MGAS315,Bl-MGAS315,2,14.7,306,362,0,1,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002745600.1,BH-SPP1,BH-SPP1,1.20E-18,75.7,25,369,1,0,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002745600.1,BH-SPP1,BH-SPP1,1.20E-18,75.7,378,434,0,1,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746172.1,BH-SPP1,BH-SPP1,1.40E-18,75.5,25,369,1,0,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746172.1,BH-SPP1,BH-SPP1,1.40E-18,75.5,378,434,0,1,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746856.1,Bl-MGAS315,Bl-MGAS315,0.099,19,232,284,1,1,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746856.1,Bl-MGAS315,Bl-MGAS315,0.099,19,281,322,1,1,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746856.1,Bl-MGAS315,Bl-MGAS315,0.099,19,351,392,1,1,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746856.1,Bl-MGAS315,Bl-MGAS315,0.099,19,387,429,1,1,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746856.1,Bl-MGAS315,Bl-MGAS315,0.099,19,425,464,1,1,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746856.1,Bl-MGAS315,Bl-MGAS315,0.099,19,454,489,1,1,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746856.1,Bl-MGAS315,Bl-MGAS315,0.099,19,463,505,1,0,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746856.1,Bl-MGAS315,Bl-MGAS315,0.099,19,492,534,0,1,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746973.1,BH-phiETA,BH-phiETA,0.0000057,34.1,70,400,1,0,1
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002746973.1,BH-SPP1,BH-SPP1,1.10E-19,79.2,24,370,0,0,0
Streptococcus equi subsp. equi 4047,0,0,NC_012471,YP_002747261.1,BH-phiETA,BH-phiETA,0,269.9,20,347,0,0,0
Bacillus cereus 03BB102,0,0,NC_012472,YP_002748400.1,BH-Lb338,BH-Lb338,2.7,14.2,94,203,0,0,0
Bacillus cereus 03BB102,0,0,NC_012472,YP_002749204.1,BH-SPP1,BH-SPP1,0,224.2,29,352,0,0,0
Listeria monocytogenes serotype 4b str. CLIP 80459,0,0,NC_012488,YP_002756869.1,BH-phiETA,BH-phiETA,0,346.9,27,346,0,0,0
Listeria monocytogenes serotype 4b str. CLIP 80459,0,0,NC_012488,YP_002757989.1,BH-SPP1,BH-SPP1,0.49,17.8,79,200,0,0,0
Rhodococcus erythropolis PR4,0,0,NC_012490,YP_002765972.1,BH-phiETA,BH-phiETA,0.0000031,34.9,581,845,0,1,1
Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002771996.1,BH-Lb338,BH-Lb338,1.00E-22,88.4,113,278,1,1,1
Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002771996.1,BH-Lb338,BH-Lb338,1.00E-22,88.4,253,382,1,1,1
Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002771996.1,BH-Lb338,BH-Lb338,1.00E-22,88.4,349,458,1,1,1
Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002771996.1,BH-Lb338,BH-Lb338,1.00E-22,88.4,436,524,1,1,1
Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002771996.1,BH-Lb338,BH-Lb338,1.00E-22,88.4,515,671,1,0,1
Brevibacillus brevis NBRC 100599,0,0,NC_012491,YP_002771996.1,BH-Lb338,BH-Lb338,1.00E-22,88.4,670,744,0,1,1
Rhodococcus opacus B4,0,0,NC_012522,YP_002784164.1,Bl-MGAS315,Bl-MGAS315,0.0018,24.8,11,80,1,1,1
Rhodococcus opacus B4,0,0,NC_012522,YP_002784164.1,Bl-MGAS315,Bl-MGAS315,0.0018,24.8,65,114,1,1,1
Rhodococcus opacus B4,0,0,NC_012522,YP_002784164.1,Bl-MGAS315,Bl-MGAS315,0.0018,24.8,110,163,1,1,1
Rhodococcus opacus B4,0,0,NC_012522,YP_002784164.1,Bl-MGAS315,Bl-MGAS315,0.0018,24.8,158,205,1,1,1
Rhodococcus opacus B4,0,0,NC_012522,YP_002784164.1,Bl-MGAS315,Bl-MGAS315,0.0018,24.8,195,266,1,1,1
Rhodococcus opacus B4,0,0,NC_012522,YP_002784164.1,Bl-MGAS315,Bl-MGAS315,0.0018,24.8,231,345,1,1,1
Rhodococcus opacus B4,0,0,NC_012522,YP_002784164.1,Bl-MGAS315,Bl-MGAS315,0.0018,24.8,336,381,1,0,1
Rhodococcus opacus B4,0,0,NC_012522,YP_002784164.1,Bl-MGAS315,Bl-MGAS315,0.0018,24.8,366,447,0,1,1
Lactobacillus phage Lb338-1,0,pos,NC_012530,YP_002790801.1,BH-Lb338,BH-Lb338,0.0000024,34.2,368,489,1,1,1
Lactobacillus phage Lb338-1,0,pos,NC_012530,YP_002790801.1,BH-Lb338,BH-Lb338,0.0000024,34.2,885,1069,1,1,1
Lactobacillus phage Lb338-1,0,pos,NC_012530,YP_002790801.1,BH-Lb338,BH-Lb338,0.0000024,34.2,1045,1205,1,1,1
Lactobacillus phage Lb338-1,0,pos,NC_012530,YP_002790801.1,BH-Lb338,BH-Lb338,0.0000024,34.2,1274,1498,1,0,1
Lactobacillus phage Lb338-1,0,pos,NC_012530,YP_002790801.1,BH-Lb338,BH-Lb338,0.0000024,34.2,1603,1823,0,1,1
Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804217.1,BH-phiETA,BH-phiETA,0.0047,24.5,253,384,1,0,1
Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002804217.1,BH-Giles,BH-Giles,0,380.8,9,371,0,1,1
Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002805059.1,BH-phiETA,BH-phiETA,0.61,17.5,300,385,1,0,1
Clostridium botulinum A2 str. Kyoto,0,0,NC_012563,YP_002805059.1,BH-Giles,BH-Giles,0,387.2,9,371,0,0,0
Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813161.1,BH-SPP1,BH-SPP1,0,345.6,29,353,0,0,0
Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002813469.1,BH-SPP1,BH-SPP1,0,229.8,29,352,0,1,1
Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002816656.1,BH-phiETA,BH-phiETA,0,54.9,149,360,1,0,1
Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002816656.1,BH-SPP1,BH-SPP1,0,346.6,21,337,0,0,0
Bacillus anthracis str. CDC 684,0,0,NC_012581,YP_002817005.1,BH-SPP1,BH-SPP1,9.8,13.6,35,114,0,0,0
Sinorhizobium fredii NGR234,0,0,NC_012587,YP_002827225.1,BH-Giles,BH-Giles,1.4,16.7,31,159,0,0,0
Corynebacterium aurimucosum ATCC 700975,0,0,NC_012590,YP_002835442.1,BH-Giles,BH-Giles,0.00000048,37.9,27,466,0,1,1
Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002863278.1,BH-phiETA,BH-phiETA,0.82,17.1,250,363,1,0,1
Clostridium botulinum Ba4 str. 657,0,0,NC_012658,YP_002863278.1,BH-Giles,BH-Giles,0,383,12,346,0,1,1
Bacillus anthracis str. A0248,0,0,NC_012659,YP_002865087.1,BH-phiETA,BH-phiETA,0,55.5,148,360,1,0,1
Bacillus anthracis str. A0248,0,0,NC_012659,YP_002865087.1,BH-SPP1,BH-SPP1,0,347.2,21,337,0,0,0
Bacillus anthracis str. A0248,0,0,NC_012659,YP_002868174.1,BH-SPP1,BH-SPP1,0,345.6,29,353,0,0,0
Bacillus anthracis str. A0248,0,0,NC_012659,YP_002868513.1,BH-SPP1,BH-SPP1,9.8,13.6,35,114,0,0,0
Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),Acyrthosiphon pisum,0,NC_012751,YP_002923068.1,BH-phiETA,BH-phiETA,4,14.9,43,109,0,1,1
Streptococcus phage 5093,Streptococcus thermophilus CSK939,pos,NC_012753,YP_002925112.1,BH-SPP1,BH-SPP1,0.15,19.6,50,138,1,0,1
Streptococcus phage 5093,Streptococcus thermophilus CSK939,pos,NC_012753,YP_002925112.1,BH-SPP1,BH-SPP1,0.15,19.6,199,348,0,0,0
Streptococcus phage PH10,Streptococcus oralis,pos,NC_012756,YP_002925179.1,BH-SPP1,BH-SPP1,2.20E-29,111,25,327,0,0,0
Eubacterium eligens ATCC 27750,0,0,NC_012778,YP_002931311.1,BH-Giles,BH-Giles,3.3,15.5,19,76,0,0,0
Eubacterium rectale ATCC 33656,0,0,NC_012781,YP_002937195.1,BH-phiETA,BH-phiETA,0.0000015,36,27,371,0,0,0
Rhizobium leguminosarum bv. trifolii WSM1325,0,0,NC_012850,YP_002977671.1,BH-Giles,BH-Giles,1.9,16.2,24,173,0,1,1
Streptococcus phage M102,0,pos,NC_012884,YP_002995471.1,Bl-MGAS315,Bl-MGAS315,0,320,3,465,1,1,1
Streptococcus phage M102,0,pos,NC_012884,YP_002995471.1,Bl-MGAS315,Bl-MGAS315,0,320,478,558,1,0,1
Streptococcus phage M102,0,pos,NC_012884,YP_002995471.1,Bl-MGAS315,Bl-MGAS315,0,320,542,718,0,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,185,304,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,302,440,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,383,519,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,507,614,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,616,728,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,717,838,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,835,933,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,916,1026,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,1018,1135,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,1148,1281,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,1245,1375,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,1364,1506,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,1494,1621,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,1605,1726,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,1721,1847,1,1,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,1840,1976,1,0,1
Paenibacillus sp. JDR-2,0,0,NC_012914,YP_003010191.1,BH-Lb338,BH-Lb338,0,281.2,1953,2120,0,1,1
Lactobacillus plantarum JDM1,0,0,NC_012984,YP_003062100.1,BH-phiETA,BH-phiETA,0,173.1,20,343,1,0,1
Lactobacillus plantarum JDM1,0,0,NC_012984,YP_003062100.1,Bl-MGAS315,Bl-MGAS315,1.10E-16,68.5,833,1083,0,0,0
Lactobacillus plantarum JDM1,0,0,NC_012984,YP_003062582.1,BH-SPP1,BH-SPP1,9.20E-21,82.6,64,379,0,0,0
Lactobacillus plantarum JDM1,0,0,NC_012984,YP_003062583.1,BH-Lb338,BH-Lb338,0,1923.8,1,931,0,0,0
Dyadobacter fermentans DSM 18053,Zea mays,0,NC_013037,YP_003088906.1,Bl-MGAS315,Bl-MGAS315,1.4,15.2,6,106,0,0,0
Actinosynnema mirum DSM 43827,0,0,NC_013093,YP_003099424.1,BH-Giles,BH-Giles,0,238.5,20,368,0,0,0
Chitinophaga pinensis DSM 2588,0,0,NC_013132,YP_003120535.1,Bl-MGAS315,Bl-MGAS315,6.7,13,13,99,0,0,0
Slackia heliotrinireducens DSM 20476,0,0,NC_013165,YP_003143769.1,BH-SPP1,BH-SPP1,0,61,2,276,0,0,0
Slackia heliotrinireducens DSM 20476,0,0,NC_013165,YP_003143912.1,BH-SPP1,BH-SPP1,0.024,22.1,200,363,0,0,0
Cryptobacterium curtum DSM 15641,0,0,NC_013170,YP_003150673.1,BH-Giles,BH-Giles,2.80E-16,68.3,16,318,0,0,0
Anaerococcus prevotii DSM 20548,0,0,NC_013171,YP_003152722.1,BH-Giles,BH-Giles,5.1,14.8,185,272,0,0,0
Jonesia denitrificans DSM 20603,0,0,NC_013174,YP_003162262.1,BH-Giles,BH-Giles,0.15,19.8,143,341,0,0,0
Staphylococcus phage P954,Staphylococcus aureus,pos,NC_013195,YP_003169691.1,BH-SPP1,BH-SPP1,0,316.1,24,337,0,1,1
Lactobacillus rhamnosus GG,0,0,NC_013198,YP_003170885.1,BH-SPP1,BH-SPP1,0.0000035,34.7,53,248,1,1,1
Lactobacillus rhamnosus GG,0,0,NC_013198,YP_003170885.1,BH-SPP1,BH-SPP1,0.0000035,34.7,281,372,1,1,1
Lactobacillus rhamnosus GG,0,0,NC_013198,YP_003170885.1,Bl-MGAS315,Bl-MGAS315,8.10E-31,115.3,53,400,1,1,1
Lactobacillus rhamnosus GG,0,0,NC_013198,YP_003170885.1,Bl-MGAS315,Bl-MGAS315,8.10E-31,115.3,390,521,1,0,1
Lactobacillus rhamnosus GG,0,0,NC_013198,YP_003170885.1,Bl-MGAS315,Bl-MGAS315,8.10E-31,115.3,518,559,0,1,1
